,date,hour,type,万寿西宫
8784,20140609,8,PCA,-44.81098847035748
8784,20140609,8,PM2.5,31.9
8790,20140609,9,PCA,-36.61566187600966
8790,20140609,9,PM2.5,44.4
8796,20140609,10,PCA,-35.303894752246634
8796,20140609,10,PM2.5,47.7
8802,20140609,11,PCA,-39.71720213009288
8802,20140609,11,PM2.5,45.5
8808,20140609,12,PCA,-37.58219643608569
8808,20140609,12,PM2.5,50.6
8814,20140609,13,PCA,-45.771341201515625
8814,20140609,13,PM2.5,47.7
8820,20140609,14,PCA,-54.312755018558136
8820,20140609,14,PM2.5,43.3
8826,20140609,15,PCA,-37.44012448234128
8826,20140609,15,PM2.5,40.8
8832,20140609,16,PCA,-46.24763673679519
8832,20140609,16,PM2.5,34.6
8838,20140609,17,PCA,-49.39219654030913
8838,20140609,17,PM2.5,25.4
8844,20140609,18,PCA,-71.94284156339678
8844,20140609,18,PM2.5,24.4
8850,20140609,19,PCA,-80.00815576939083
8850,20140609,19,PM2.5,17.5
8856,20140609,20,PCA,-62.123522246565855
8856,20140609,20,PM2.5,30.2
8862,20140609,21,PCA,-56.596071373923195
8862,20140609,21,PM2.5,35.3
8868,20140609,22,PCA,-60.00989867065523
8868,20140609,22,PM2.5,34.8
8874,20140609,23,PCA,-57.08171214297072
8874,20140609,23,PM2.5,43.4
8880,20140610,0,PCA,-52.21940919859376
8880,20140610,0,PM2.5,49.5
8886,20140610,1,PCA,-43.57120418646709
8886,20140610,1,PM2.5,55.4
8892,20140610,2,PCA,-33.62357295026235
8892,20140610,2,PM2.5,58.3
8898,20140610,3,PCA,-23.2162438194533
8898,20140610,3,PM2.5,66.9
8904,20140610,4,PCA,-29.74068621641926
8904,20140610,4,PM2.5,62.3
8910,20140610,5,PCA,-35.15671546209685
8910,20140610,5,PM2.5,55.9
8916,20140610,6,PCA,-30.434001647284997
8916,20140610,6,PM2.5,58.1
8922,20140610,7,PCA,-25.67302458041778
8922,20140610,7,PM2.5,61.5
8928,20140610,8,PCA,-20.237083622623846
8928,20140610,8,PM2.5,63.9
8934,20140610,9,PCA,-5.325644320985479
8934,20140610,9,PM2.5,82.8
8940,20140610,10,PCA,-4.21982861907961
8940,20140610,10,PM2.5,83.5
8946,20140610,11,PCA,3.048812650977616
8946,20140610,11,PM2.5,89.2
8952,20140610,12,PCA,17.609422852787695
8952,20140610,12,PM2.5,114.5
8958,20140610,13,PCA,0.30947005441958286
8958,20140610,13,PM2.5,99.3
8964,20140610,14,PCA,-6.650607238739672
8964,20140610,14,PM2.5,93.6
8970,20140610,15,PCA,-10.149476905534845
8970,20140610,15,PM2.5,81.3
8976,20140610,16,PCA,-37.943759598092605
8976,20140610,16,PM2.5,37.4
8982,20140610,17,PCA,-36.099031071258615
8982,20140610,17,PM2.5,32.0
8988,20140610,18,PCA,-4.094236068237562
8988,20140610,18,PM2.5,69.5
8994,20140610,19,PCA,8.51311653968013
8994,20140610,19,PM2.5,92.2
9000,20140610,20,PCA,0.15519967485493744
9000,20140610,20,PM2.5,76.8
9006,20140610,21,PCA,4.385649347975198
9006,20140610,21,PM2.5,79.1
9012,20140610,22,PCA,15.157428720707076
9012,20140610,22,PM2.5,84.3
9018,20140610,23,PCA,19.16997242990191
9018,20140610,23,PM2.5,87.2
9024,20140611,0,PCA,19.46885487833489
9024,20140611,0,PM2.5,80.5
9030,20140611,1,PCA,20.625146023797903
9030,20140611,1,PM2.5,86.4
9036,20140611,2,PCA,28.044493689019347
9036,20140611,2,PM2.5,88.8
9042,20140611,3,PCA,27.192057834925922
9042,20140611,3,PM2.5,92.9
9048,20140611,4,PCA,34.327870555380464
9048,20140611,4,PM2.5,101.8
9054,20140611,5,PCA,37.49800347676423
9054,20140611,5,PM2.5,100.7
9060,20140611,6,PCA,33.66019860519132
9060,20140611,6,PM2.5,92.6
9066,20140611,7,PCA,6.097936756727613
9066,20140611,7,PM2.5,58.6
9072,20140611,8,PCA,2.8130242946589386
9072,20140611,8,PM2.5,58.2
9078,20140611,9,PCA,8.558078103236163
9078,20140611,9,PM2.5,71.0
9084,20140611,10,PCA,-26.795210051673617
9084,20140611,10,PM2.5,29.1
9090,20140611,11,PCA,-45.015638390328746
9090,20140611,11,PM2.5,9.3
9096,20140611,12,PCA,-49.23428313239107
9096,20140611,12,PM2.5,12.5
9102,20140611,13,PCA,-53.80082701941995
9102,20140611,13,PM2.5,14.1
9108,20140611,14,PCA,-55.627579681610655
9108,20140611,14,PM2.5,16.6
9114,20140611,15,PCA,-58.96186814535917
9114,20140611,15,PM2.5,15.9
9120,20140611,16,PCA,-60.76571375900191
9120,20140611,16,PM2.5,14.6
9126,20140611,17,PCA,-62.45511984714782
9126,20140611,17,PM2.5,13.5
9132,20140611,18,PCA,-63.024120438018876
9132,20140611,18,PM2.5,14.5
9138,20140611,19,PCA,-63.091926241527716
9138,20140611,19,PM2.5,13.8
9144,20140611,20,PCA,-51.284269152536645
9144,20140611,20,PM2.5,24.9
9150,20140611,21,PCA,-40.88191553264454
9150,20140611,21,PM2.5,37.3
9156,20140611,22,PCA,-39.65770297115365
9156,20140611,22,PM2.5,39.9
9162,20140611,23,PCA,-42.92061109742219
9162,20140611,23,PM2.5,38.8
9168,20140612,0,PCA,-44.83056887661495
9168,20140612,0,PM2.5,36.2
9174,20140612,1,PCA,-41.88215708792494
9174,20140612,1,PM2.5,39.8
9180,20140612,2,PCA,-37.398100037990915
9180,20140612,2,PM2.5,39.1
9186,20140612,3,PCA,-37.18677737820487
9186,20140612,3,PM2.5,38.8
9192,20140612,4,PCA,-33.71044691270317
9192,20140612,4,PM2.5,39.4
9198,20140612,5,PCA,-40.7289594174248
9198,20140612,5,PM2.5,35.2
9204,20140612,6,PCA,-44.151834027180904
9204,20140612,6,PM2.5,36.7
9210,20140612,7,PCA,-47.99633083119217
9210,20140612,7,PM2.5,34.8
9216,20140612,8,PCA,-49.67640369461504
9216,20140612,8,PM2.5,31.9
9222,20140612,9,PCA,-61.699928325395106
9222,20140612,9,PM2.5,26.1
9228,20140612,10,PCA,-69.85641930319588
9228,20140612,10,PM2.5,20.8
9234,20140612,11,PCA,-78.59834377944107
9234,20140612,11,PM2.5,20.4
9240,20140612,12,PCA,-81.92966760902043
9240,20140612,12,PM2.5,18.7
9246,20140612,13,PCA,-86.73584448989337
9246,20140612,13,PM2.5,13.2
9252,20140612,14,PCA,-87.69355969248662
9252,20140612,14,PM2.5,11.7
9258,20140612,15,PCA,-87.8135093549857
9258,20140612,15,PM2.5,13.6
9264,20140612,20,PCA,-63.966293000054065
9264,20140612,20,PM2.5,35.0
9270,20140612,21,PCA,-64.95300078686462
9270,20140612,21,PM2.5,39.4
9276,20140612,22,PCA,-66.0741372326417
9276,20140612,22,PM2.5,36.7
9282,20140612,23,PCA,-53.68099982479434
9282,20140612,23,PM2.5,44.4
9288,20140613,0,PCA,-54.696111091458576
9288,20140613,0,PM2.5,40.4
9294,20140613,1,PCA,-46.288350645944284
9294,20140613,1,PM2.5,48.6
9300,20140613,2,PCA,-18.188521300469528
9300,20140613,2,PM2.5,83.6
9306,20140613,3,PCA,7.183202260886092
9306,20140613,3,PM2.5,119.6
9312,20140613,4,PCA,14.320924549539956
9312,20140613,4,PM2.5,127.2
9318,20140613,5,PCA,20.441050719925073
9318,20140613,5,PM2.5,126.4
9324,20140613,6,PCA,23.849945428796335
9324,20140613,6,PM2.5,123.3
9330,20140613,7,PCA,28.416931892902422
9330,20140613,7,PM2.5,121.2
9336,20140613,8,PCA,41.17917994959877
9336,20140613,8,PM2.5,127.2
9342,20140613,9,PCA,32.341022532149935
9342,20140613,9,PM2.5,123.4
9348,20140613,10,PCA,-33.04530284025881
9348,20140613,10,PM2.5,47.2
9354,20140613,11,PCA,-47.18202354805128
9354,20140613,11,PM2.5,31.5
9360,20140613,12,PCA,-50.87516552654235
9360,20140613,12,PM2.5,32.8
9366,20140613,13,PCA,-44.64704722114312
9366,20140613,13,PM2.5,40.1
9372,20140613,14,PCA,-33.07416072167642
9372,20140613,14,PM2.5,41.5
9378,20140613,15,PCA,-29.133005838433068
9378,20140613,15,PM2.5,43.3
9384,20140613,16,PCA,-27.78361341200895
9384,20140613,16,PM2.5,43.6
9390,20140613,17,PCA,-27.758245427751653
9390,20140613,17,PM2.5,43.5
9396,20140613,18,PCA,-45.31544132825272
9396,20140613,18,PM2.5,34.8
9402,20140613,19,PCA,-51.62006849692729
9402,20140613,19,PM2.5,14.3
9408,20140613,20,PCA,-36.49840811474621
9408,20140613,20,PM2.5,26.8
9414,20140613,21,PCA,-32.410678082181974
9414,20140613,21,PM2.5,25.3
9420,20140613,22,PCA,-36.54985966850742
9420,20140613,22,PM2.5,19.9
9426,20140613,23,PCA,-31.3395127003036
9426,20140613,23,PM2.5,28.7
9432,20140614,0,PCA,-35.98194611686715
9432,20140614,0,PM2.5,17.8
9438,20140614,1,PCA,-37.64041198474052
9438,20140614,1,PM2.5,18.3
9444,20140614,2,PCA,-37.61850320539688
9444,20140614,2,PM2.5,26.2
9450,20140614,3,PCA,-38.92454206810898
9450,20140614,3,PM2.5,24.1
9456,20140614,4,PCA,-40.516160459064935
9456,20140614,4,PM2.5,26.8
9462,20140614,5,PCA,-50.13222095447493
9462,20140614,5,PM2.5,22.7
9468,20140614,6,PCA,-54.25203876531094
9468,20140614,6,PM2.5,21.8
9474,20140614,7,PCA,-63.8697042120496
9474,20140614,7,PM2.5,16.7
9480,20140614,8,PCA,-64.09333551339283
9480,20140614,8,PM2.5,21.9
9486,20140614,9,PCA,-68.87350084104621
9486,20140614,9,PM2.5,20.7
9492,20140614,10,PCA,-75.86665974270633
9492,20140614,10,PM2.5,20.1
9498,20140614,11,PCA,-73.77733145617715
9498,20140614,11,PM2.5,26.3
9504,20140614,12,PCA,-65.06217389853592
9504,20140614,12,PM2.5,37.3
9510,20140614,13,PCA,-36.667417266106206
9510,20140614,13,PM2.5,38.0
9516,20140614,14,PCA,-22.819593014280425
9516,20140614,14,PM2.5,44.2
9522,20140614,15,PCA,-12.25721812132746
9522,20140614,15,PM2.5,48.1
9528,20140614,16,PCA,-8.638570055725573
9528,20140614,16,PM2.5,48.0
9534,20140614,17,PCA,-9.322473863587504
9534,20140614,17,PM2.5,49.2
9540,20140614,18,PCA,-14.865504492447274
9540,20140614,18,PM2.5,50.7
9546,20140614,19,PCA,-19.95478994959103
9546,20140614,19,PM2.5,53.1
9552,20140614,20,PCA,-16.37430537967884
9552,20140614,20,PM2.5,63.6
9558,20140614,21,PCA,-27.292872477251837
9558,20140614,21,PM2.5,74.3
9564,20140614,22,PCA,-32.21652269500488
9564,20140614,22,PM2.5,70.3
9570,20140614,23,PCA,-17.630047770786557
9570,20140614,23,PM2.5,86.6
9576,20140615,0,PCA,9.389452143247306
9576,20140615,0,PM2.5,117.5
9582,20140615,1,PCA,9.634377275242544
9582,20140615,1,PM2.5,111.3
9588,20140615,2,PCA,0.901754616993051
9588,20140615,2,PM2.5,95.4
9594,20140615,3,PCA,8.240984313229625
9594,20140615,3,PM2.5,96.3
9600,20140615,4,PCA,7.347520092820022
9600,20140615,4,PM2.5,90.7
9606,20140615,5,PCA,7.228114285159644
9606,20140615,5,PM2.5,83.6
9612,20140615,6,PCA,38.276984221717775
9612,20140615,6,PM2.5,110.4
9618,20140615,7,PCA,79.94721668265724
9618,20140615,7,PM2.5,162.7
9624,20140615,8,PCA,81.41254238763682
9624,20140615,8,PM2.5,162.5
9630,20140615,9,PCA,73.68972318527163
9630,20140615,9,PM2.5,155.2
9636,20140615,10,PCA,39.003975060119856
9636,20140615,10,PM2.5,116.6
9642,20140615,11,PCA,33.17350378823724
9642,20140615,11,PM2.5,108.3
9648,20140615,12,PCA,26.008261981434178
9648,20140615,12,PM2.5,105.8
9654,20140615,13,PCA,26.676847152833393
9654,20140615,13,PM2.5,98.7
9660,20140615,14,PCA,41.44301076620153
9660,20140615,14,PM2.5,116.4
9666,20140615,15,PCA,53.06589059436276
9666,20140615,15,PM2.5,135.4
9672,20140615,16,PCA,74.0239144680391
9672,20140615,16,PM2.5,166.9
9678,20140615,17,PCA,68.13333047614384
9678,20140615,17,PM2.5,156.1
9684,20140615,18,PCA,52.31510253599261
9684,20140615,18,PM2.5,121.2
9690,20140615,19,PCA,28.312495051655112
9690,20140615,19,PM2.5,79.2
9696,20140615,20,PCA,12.485436206636328
9696,20140615,20,PM2.5,58.2
9702,20140615,21,PCA,28.416610645405
9702,20140615,21,PM2.5,76.1
9708,20140615,22,PCA,50.019133159217795
9708,20140615,22,PM2.5,93.5
9714,20140615,23,PCA,67.37153176905251
9714,20140615,23,PM2.5,107.6
9720,20140616,0,PCA,60.472513448237684
9720,20140616,0,PM2.5,105.9
9726,20140616,1,PCA,49.68566344502289
9726,20140616,1,PM2.5,84.5
9732,20140616,2,PCA,49.53138364733697
9732,20140616,2,PM2.5,87.0
9738,20140616,3,PCA,58.242967105956794
9738,20140616,3,PM2.5,102.8
9744,20140616,4,PCA,56.57905867242263
9744,20140616,4,PM2.5,99.8
9750,20140616,5,PCA,86.41691203939814
9750,20140616,5,PM2.5,133.2
9756,20140616,6,PCA,99.63132316963905
9756,20140616,6,PM2.5,150.9
9762,20140616,7,PCA,91.87397606116015
9762,20140616,7,PM2.5,145.7
9768,20140616,8,PCA,104.09250521375994
9768,20140616,8,PM2.5,161.1
9774,20140616,9,PCA,120.37305524938944
9774,20140616,9,PM2.5,181.1
9780,20140616,10,PCA,120.36096771016183
9780,20140616,10,PM2.5,182.9
9786,20140616,11,PCA,109.39801922091503
9786,20140616,11,PM2.5,170.9
9792,20140616,12,PCA,117.25276770550758
9792,20140616,12,PM2.5,175.1
9798,20140616,13,PCA,126.5074509081044
9798,20140616,13,PM2.5,181.5
9804,20140616,14,PCA,98.00000808532592
9804,20140616,14,PM2.5,160.5
9810,20140616,15,PCA,72.42844706822758
9810,20140616,15,PM2.5,127.6
9816,20140616,16,PCA,45.020686700292295
9816,20140616,16,PM2.5,91.0
9822,20140616,17,PCA,50.503296522262715
9822,20140616,17,PM2.5,104.1
9828,20140616,18,PCA,47.684348017147315
9828,20140616,18,PM2.5,98.8
9834,20140616,19,PCA,57.988062307165364
9834,20140616,19,PM2.5,108.5
9840,20140616,20,PCA,60.32509702047934
9840,20140616,20,PM2.5,104.1
9846,20140616,21,PCA,71.48445069468468
9846,20140616,21,PM2.5,111.2
9852,20140616,22,PCA,70.2126622162945
9852,20140616,22,PM2.5,103.7
9858,20140616,23,PCA,83.3446482090878
9858,20140616,23,PM2.5,120.3
9864,20140617,0,PCA,121.61529552058124
9864,20140617,0,PM2.5,180.7
9870,20140617,1,PCA,152.04316419853876
9870,20140617,1,PM2.5,221.9
9876,20140617,2,PCA,165.73070199055408
9876,20140617,2,PM2.5,232.5
9882,20140617,3,PCA,160.89231131609512
9882,20140617,3,PM2.5,216.3
9888,20140617,4,PCA,32.748705705655944
9888,20140617,4,PM2.5,35.7
9894,20140617,5,PCA,9.309934877552651
9894,20140617,5,PM2.5,8.8
9900,20140617,6,PCA,7.200450247586095
9900,20140617,6,PM2.5,9.5
9906,20140617,7,PCA,9.248021308265276
9906,20140617,7,PM2.5,15.0
9912,20140617,8,PCA,18.80060998597254
9912,20140617,8,PM2.5,33.0
9918,20140617,9,PCA,10.962525450917344
9918,20140617,9,PM2.5,31.3
9924,20140617,10,PCA,9.72978284195571
9924,20140617,10,PM2.5,37.9
9930,20140617,11,PCA,14.331140691013715
9930,20140617,11,PM2.5,46.6
9936,20140617,12,PCA,23.704848791196422
9936,20140617,12,PM2.5,65.1
9942,20140617,13,PCA,57.813107144187455
9942,20140617,13,PM2.5,128.3
9948,20140617,14,PCA,59.674475154874195
9948,20140617,14,PM2.5,135.9
9954,20140617,15,PCA,59.19114001314297
9954,20140617,15,PM2.5,143.8
9960,20140617,16,PCA,69.08800816325038
9960,20140617,16,PM2.5,156.3
9966,20140617,17,PCA,59.52177674079471
9966,20140617,17,PM2.5,130.8
9972,20140617,18,PCA,-8.773990590312263
9972,20140617,18,PM2.5,26.3
9978,20140617,19,PCA,-13.283474952677494
9978,20140617,19,PM2.5,15.2
9984,20140617,20,PCA,8.71598034287003
9984,20140617,20,PM2.5,42.3
9990,20140617,21,PCA,18.87707294577786
9990,20140617,21,PM2.5,59.6
9996,20140617,22,PCA,13.638901525412937
9996,20140617,22,PM2.5,53.7
10002,20140617,23,PCA,14.565756426211758
10002,20140617,23,PM2.5,56.6
10008,20140618,0,PCA,18.701628348012754
10008,20140618,0,PM2.5,65.3
10014,20140618,1,PCA,9.762253378519723
10014,20140618,1,PM2.5,64.3
10020,20140618,2,PCA,3.6591316097341835
10020,20140618,2,PM2.5,71.0
10026,20140618,3,PCA,-19.490788639124602
10026,20140618,3,PM2.5,48.3
10032,20140618,4,PCA,-17.160921762910696
10032,20140618,4,PM2.5,45.4
10038,20140618,5,PCA,-18.282033263872297
10038,20140618,5,PM2.5,46.5
10044,20140618,6,PCA,-0.595192157102129
10044,20140618,6,PM2.5,68.2
10050,20140618,7,PCA,7.171594809289708
10050,20140618,7,PM2.5,79.1
10056,20140618,8,PCA,10.61519717700153
10056,20140618,8,PM2.5,77.6
10062,20140618,9,PCA,4.994127102915759
10062,20140618,9,PM2.5,68.2
10068,20140618,10,PCA,-11.507960127132524
10068,20140618,10,PM2.5,50.5
10074,20140618,11,PCA,-22.21509395306961
10074,20140618,11,PM2.5,41.0
10080,20140618,12,PCA,-29.698025260056603
10080,20140618,12,PM2.5,38.2
10086,20140618,13,PCA,-39.16547353856203
10086,20140618,13,PM2.5,33.5
10092,20140618,14,PCA,-35.180263596906165
10092,20140618,14,PM2.5,42.8
10098,20140618,15,PCA,-6.555401912000388
10098,20140618,15,PM2.5,74.5
10104,20140618,16,PCA,13.09872399344406
10104,20140618,16,PM2.5,92.8
10110,20140618,17,PCA,5.657057310555298
10110,20140618,17,PM2.5,82.9
10116,20140618,18,PCA,-12.55183532967748
10116,20140618,18,PM2.5,78.8
10122,20140618,19,PCA,-20.99689237826581
10122,20140618,19,PM2.5,69.2
10128,20140618,20,PCA,-3.959946870757116
10128,20140618,20,PM2.5,86.1
10134,20140618,21,PCA,10.213321971374054
10134,20140618,21,PM2.5,100.8
10140,20140618,22,PCA,22.60030914687332
10140,20140618,22,PM2.5,113.6
10146,20140618,23,PCA,35.729028552827074
10146,20140618,23,PM2.5,128.6
10152,20140619,0,PCA,39.86638918076701
10152,20140619,0,PM2.5,126.7
10158,20140619,1,PCA,44.729319274856834
10158,20140619,1,PM2.5,127.6
10164,20140619,2,PCA,57.17524168810312
10164,20140619,2,PM2.5,128.4
10170,20140619,3,PCA,53.41029675121506
10170,20140619,3,PM2.5,113.2
10176,20140619,4,PCA,39.882915669521076
10176,20140619,4,PM2.5,100.9
10182,20140619,5,PCA,55.173008354006846
10182,20140619,5,PM2.5,117.8
10188,20140619,6,PCA,47.34801175705067
10188,20140619,6,PM2.5,104.5
10194,20140619,7,PCA,72.1199523832602
10194,20140619,7,PM2.5,138.7
10200,20140619,8,PCA,68.7385902689345
10200,20140619,8,PM2.5,135.8
10206,20140619,9,PCA,79.90654264539724
10206,20140619,9,PM2.5,149.7
10212,20140619,10,PCA,120.1736123331942
10212,20140619,10,PM2.5,205.2
10218,20140619,11,PCA,138.79855675644944
10218,20140619,11,PM2.5,230.8
10224,20140619,12,PCA,129.32308132447073
10224,20140619,12,PM2.5,214.3
10230,20140619,13,PCA,119.85575542713565
10230,20140619,13,PM2.5,191.3
10236,20140619,14,PCA,89.59179351731437
10236,20140619,14,PM2.5,147.4
10242,20140619,15,PCA,80.5171466680034
10242,20140619,15,PM2.5,129.0
10248,20140619,16,PCA,78.76972124736378
10248,20140619,16,PM2.5,122.0
10254,20140619,17,PCA,72.79646725475962
10254,20140619,17,PM2.5,110.3
10260,20140619,18,PCA,52.012714000584054
10260,20140619,18,PM2.5,77.5
10266,20140619,19,PCA,49.51107010733042
10266,20140619,19,PM2.5,70.6
10272,20140619,20,PCA,56.12163771005486
10272,20140619,20,PM2.5,76.9
10278,20140619,21,PCA,58.75953149056265
10278,20140619,21,PM2.5,78.9
10284,20140619,22,PCA,54.696571505078865
10284,20140619,22,PM2.5,74.7
10290,20140619,23,PCA,63.452845793997724
10290,20140619,23,PM2.5,85.8
10296,20140620,0,PCA,59.57468446502045
10296,20140620,0,PM2.5,81.1
10302,20140620,1,PCA,33.90243143590867
10302,20140620,1,PM2.5,57.4
10308,20140620,2,PCA,28.229824887927226
10308,20140620,2,PM2.5,54.5
10314,20140620,3,PCA,22.288084531216764
10314,20140620,3,PM2.5,48.1
10320,20140620,4,PCA,9.19232125803827
10320,20140620,4,PM2.5,31.7
10326,20140620,5,PCA,14.98749077678408
10326,20140620,5,PM2.5,44.2
10332,20140620,6,PCA,0.9074406476069313
10332,20140620,6,PM2.5,29.5
10338,20140620,7,PCA,-9.514931471188468
10338,20140620,7,PM2.5,19.7
10344,20140620,8,PCA,14.580954411307399
10344,20140620,8,PM2.5,52.1
10350,20140620,9,PCA,-1.9542186602287421
10350,20140620,9,PM2.5,35.2
10356,20140620,10,PCA,-22.77315888154248
10356,20140620,10,PM2.5,22.6
10362,20140620,11,PCA,-39.44051817230695
10362,20140620,11,PM2.5,17.3
10368,20140620,12,PCA,-44.666946773009975
10368,20140620,12,PM2.5,24.7
10374,20140620,13,PCA,-53.67238208755834
10374,20140620,13,PM2.5,22.2
10380,20140620,14,PCA,-62.992237306230145
10380,20140620,14,PM2.5,17.1
10386,20140620,15,PCA,-66.26020034559257
10386,20140620,15,PM2.5,17.9
10392,20140620,16,PCA,-71.72655087277245
10392,20140620,16,PM2.5,17.3
10398,20140620,17,PCA,-71.86219820889481
10398,20140620,17,PM2.5,19.5
10404,20140620,18,PCA,-70.82969952507517
10404,20140620,18,PM2.5,23.5
10410,20140620,19,PCA,-55.49993675931724
10410,20140620,19,PM2.5,36.7
10416,20140620,20,PCA,-37.67930082221286
10416,20140620,20,PM2.5,58.9
10422,20140620,21,PCA,-22.627894878144293
10422,20140620,21,PM2.5,71.6
10428,20140620,22,PCA,-4.464929518080663
10428,20140620,22,PM2.5,97.1
10434,20140620,23,PCA,-5.386519487829312
10434,20140620,23,PM2.5,96.3
10440,20140621,0,PCA,-28.727237966402566
10440,20140621,0,PM2.5,70.8
10446,20140621,1,PCA,-35.83316112170735
10446,20140621,1,PM2.5,58.8
10452,20140621,2,PCA,-38.19156716057227
10452,20140621,2,PM2.5,55.9
10458,20140621,3,PCA,-23.45608006888398
10458,20140621,3,PM2.5,67.9
10464,20140621,4,PCA,-21.927418281575278
10464,20140621,4,PM2.5,67.2
10470,20140621,5,PCA,-13.028002261420419
10470,20140621,5,PM2.5,72.4
10476,20140621,6,PCA,-31.864985960934824
10476,20140621,6,PM2.5,50.3
10482,20140621,7,PCA,-24.642026740151913
10482,20140621,7,PM2.5,58.1
10488,20140621,8,PCA,-17.948526050170326
10488,20140621,8,PM2.5,64.6
10494,20140621,9,PCA,-8.97607296247245
10494,20140621,9,PM2.5,73.9
10500,20140621,10,PCA,-12.78904878578121
10500,20140621,10,PM2.5,76.9
10506,20140621,11,PCA,-15.083686771497364
10506,20140621,11,PM2.5,74.9
10512,20140621,12,PCA,-16.305455625463967
10512,20140621,12,PM2.5,69.6
10518,20140621,13,PCA,-21.24377796350574
10518,20140621,13,PM2.5,71.9
10524,20140621,14,PCA,-23.15854691605656
10524,20140621,14,PM2.5,71.9
10530,20140621,15,PCA,-32.0078045290546
10530,20140621,15,PM2.5,59.1
10536,20140621,16,PCA,-29.679771146381448
10536,20140621,16,PM2.5,59.6
10542,20140621,17,PCA,-27.12698912050051
10542,20140621,17,PM2.5,60.3
10548,20140621,18,PCA,-20.908958624453096
10548,20140621,18,PM2.5,62.5
10554,20140621,19,PCA,-15.855038935747716
10554,20140621,19,PM2.5,66.2
10560,20140621,20,PCA,-44.21391125175298
10560,20140621,20,PM2.5,23.4
10566,20140621,21,PCA,-51.98836539730409
10566,20140621,21,PM2.5,10.9
10572,20140621,22,PCA,-45.29356170181488
10572,20140621,22,PM2.5,13.9
10578,20140621,23,PCA,-42.7718071850807
10578,20140621,23,PM2.5,18.9
10584,20140622,0,PCA,-48.032595179286574
10584,20140622,0,PM2.5,14.5
10590,20140622,1,PCA,-46.967712536655725
10590,20140622,1,PM2.5,17.3
10596,20140622,2,PCA,-46.49047311151126
10596,20140622,2,PM2.5,17.6
10602,20140622,3,PCA,-46.446960669300935
10602,20140622,3,PM2.5,20.8
10608,20140622,4,PCA,-46.68619963437929
10608,20140622,4,PM2.5,19.9
10614,20140622,5,PCA,-44.289737578235744
10614,20140622,5,PM2.5,21.5
10620,20140622,6,PCA,-51.270393223120436
10620,20140622,6,PM2.5,18.8
10626,20140622,7,PCA,-55.78290691925251
10626,20140622,7,PM2.5,17.3
10632,20140622,8,PCA,-48.03961532907721
10632,20140622,8,PM2.5,28.1
10638,20140622,9,PCA,-42.47802817883454
10638,20140622,9,PM2.5,44.1
10644,20140622,10,PCA,-34.96397608167597
10644,20140622,10,PM2.5,60.1
10650,20140622,11,PCA,-46.83225699242694
10650,20140622,11,PM2.5,48.1
10656,20140622,12,PCA,-47.75942093210764
10656,20140622,12,PM2.5,51.6
10662,20140622,13,PCA,-51.55246109710088
10662,20140622,13,PM2.5,54.0
10668,20140622,14,PCA,-51.05741948088608
10668,20140622,14,PM2.5,54.1
10674,20140622,15,PCA,-57.54547268484717
10674,20140622,15,PM2.5,43.3
10680,20140622,16,PCA,-62.428391651456906
10680,20140622,16,PM2.5,42.1
10686,20140622,17,PCA,-43.804442078451295
10686,20140622,17,PM2.5,43.2
10692,20140622,18,PCA,-46.31831043662358
10692,20140622,18,PM2.5,42.2
10698,20140622,19,PCA,-75.09272756679914
10698,20140622,19,PM2.5,27.0
10704,20140622,20,PCA,-75.71534594724974
10704,20140622,20,PM2.5,22.9
10710,20140622,21,PCA,-71.7747214835045
10710,20140622,21,PM2.5,24.8
10716,20140622,22,PCA,-66.46822695379198
10716,20140622,22,PM2.5,26.3
