,date,hour,type,东高村
56382,20150511,14,PM2.5,36.4
56388,20150511,15,PCA,-61.218551756935014
56388,20150511,15,PM2.5,28.7
56394,20150511,16,PCA,-59.7016597535796
56394,20150511,16,PM2.5,30.8
56400,20150511,17,PCA,-62.63385787676182
56400,20150511,17,PM2.5,26.8
56406,20150511,18,PCA,-67.77134062781528
56406,20150511,18,PM2.5,21.1
56412,20150511,19,PCA,-66.08013296318224
56412,20150511,19,PM2.5,22.2
56418,20150511,20,PCA,-62.53628637132163
56418,20150511,20,PM2.5,27.1
56424,20150511,21,PCA,-61.2450619546892
56424,20150511,21,PM2.5,29.5
56430,20150511,22,PCA,-63.34986134335822
56430,20150511,22,PM2.5,27.3
56436,20150511,23,PCA,-62.1741266767753
56436,20150511,23,PM2.5,29.7
56442,20150512,0,PCA,-58.737638275613236
56442,20150512,0,PM2.5,32.8
56448,20150512,1,PCA,-58.332095942537734
56448,20150512,1,PM2.5,29.3
56454,20150512,2,PCA,-65.2944725623565
56454,20150512,2,PM2.5,21.0
56460,20150512,3,PCA,-65.90246996895355
56460,20150512,3,PM2.5,18.8
56466,20150512,4,PCA,-69.53209646423927
56466,20150512,4,PM2.5,16.0
56472,20150512,5,PCA,-75.33054824939066
56472,20150512,5,PM2.5,8.5
56478,20150512,6,PCA,-74.3164973229167
56478,20150512,6,PM2.5,10.8
56484,20150512,7,PCA,-79.2748129216928
56484,20150512,7,PM2.5,5.7
56490,20150512,8,PCA,-80.90554495615676
56490,20150512,8,PM2.5,5.2
56496,20150512,9,PCA,-80.96305109717072
56496,20150512,9,PM2.5,6.8
56502,20150512,10,PCA,-83.25693116712637
56502,20150512,10,PM2.5,6.8
56508,20150512,11,PCA,-78.61270293999654
56508,20150512,11,PM2.5,14.6
56514,20150512,12,PCA,-78.09288043056672
56514,20150512,12,PM2.5,15.7
56520,20150512,13,PCA,-83.3293971020682
56520,20150512,13,PM2.5,7.5
56526,20150512,14,PCA,-81.33173988845303
56526,20150512,14,PM2.5,10.2
56532,20150512,15,PCA,-70.75051162447761
56532,20150512,15,PM2.5,19.1
56538,20150512,16,PCA,-62.38786548499788
56538,20150512,16,PM2.5,26.5
56544,20150512,17,PCA,-57.60087351280641
56544,20150512,17,PM2.5,34.1
56550,20150512,18,PCA,-59.65644580570551
56550,20150512,18,PM2.5,32.0
56556,20150512,19,PCA,-57.00526406448159
56556,20150512,19,PM2.5,37.0
56562,20150512,20,PCA,-62.1392319358945
56562,20150512,20,PM2.5,34.4
56568,20150512,21,PCA,-60.7130948426812
56568,20150512,21,PM2.5,33.7
56574,20150512,22,PCA,-66.14761774020688
56574,20150512,22,PM2.5,31.0
56580,20150512,23,PCA,-64.67918344187906
56580,20150512,23,PM2.5,36.9
56586,20150513,0,PCA,-56.5171456001207
56586,20150513,0,PM2.5,44.9
56592,20150513,1,PCA,-51.692951941184404
56592,20150513,1,PM2.5,49.3
56598,20150513,2,PCA,-49.98737587656621
56598,20150513,2,PM2.5,49.6
56604,20150513,3,PCA,20.294011659850643
56604,20150513,3,PM2.5,53.1
56610,20150513,4,PCA,-46.154580005791814
56610,20150513,4,PM2.5,50.8
56616,20150513,5,PCA,-43.631990802259
56616,20150513,5,PM2.5,52.4
56622,20150513,6,PCA,-42.9249888030559
56622,20150513,6,PM2.5,50.8
56628,20150513,7,PCA,-43.51212587559417
56628,20150513,7,PM2.5,48.3
56634,20150513,8,PCA,-36.148595136212194
56634,20150513,8,PM2.5,53.0
56640,20150513,9,PCA,-10.10369798158022
56640,20150513,9,PM2.5,80.8
56646,20150513,10,PCA,6.180505802315848
56646,20150513,10,PM2.5,99.3
56652,20150513,11,PCA,15.181618275940886
56652,20150513,11,PM2.5,109.4
56658,20150513,12,PCA,-4.081114957686197
56658,20150513,12,PM2.5,82.7
56664,20150513,13,PCA,14.05257364339394
56664,20150513,13,PM2.5,102.6
56670,20150513,14,PCA,-1.2672205687409026
56670,20150513,14,PM2.5,82.1
56676,20150513,15,PCA,1.0543683950394553
56676,20150513,15,PM2.5,84.2
