,date,hour,type,通州
2484,20140420,22,PCA,1.6947066623547824
2484,20140420,22,PM2.5,72.0
2616,20140422,4,PCA,81.08985703358886
2616,20140422,4,PM2.5,116.0
2622,20140422,5,PCA,97.59230427156119
2622,20140422,5,PM2.5,131.0
2628,20140422,6,PCA,67.77550344383693
2628,20140422,6,PM2.5,98.0
2634,20140422,7,PCA,72.59571918166
2634,20140422,7,PM2.5,111.0
2640,20140422,8,PCA,92.79497064847621
2640,20140422,8,PM2.5,136.0
2646,20140422,9,PCA,92.3967078101621
2646,20140422,9,PM2.5,135.0
2652,20140422,10,PCA,45.84036514415048
2652,20140422,10,PM2.5,86.0
2658,20140422,11,PCA,33.28434697628514
2658,20140422,11,PM2.5,76.0
2664,20140422,12,PCA,33.71890526919633
2664,20140422,12,PM2.5,98.0
2670,20140422,13,PCA,2.014059893562763
2670,20140422,13,PM2.5,84.0
2676,20140422,14,PCA,-11.27220535132378
2676,20140422,14,PM2.5,77.0
2682,20140422,15,PCA,-32.76705566779252
2682,20140422,15,PM2.5,57.0
2688,20140422,16,PCA,-42.34965909534822
2688,20140422,16,PM2.5,57.0
2694,20140422,18,PCA,-51.93226252290393
2694,20140422,18,PM2.5,57.0
2700,20140422,19,PCA,-52.51276512552537
2700,20140422,19,PM2.5,48.0
2706,20140422,20,PCA,-30.579199296616125
2706,20140422,20,PM2.5,65.0
2712,20140422,21,PCA,-14.9859778290578
2712,20140422,21,PM2.5,76.0
2718,20140422,22,PCA,-0.5171820548390329
2718,20140422,22,PM2.5,87.0
2724,20140422,23,PCA,11.400293962402397
2724,20140422,23,PM2.5,93.0
2730,20140423,0,PCA,9.001042089265795
2730,20140423,0,PM2.5,86.0
2736,20140423,1,PCA,8.479923417597451
2736,20140423,1,PM2.5,84.0
2742,20140423,2,PCA,15.586449706796026
2742,20140423,2,PM2.5,92.0
2748,20140423,3,PCA,23.33268496253635
2748,20140423,3,PM2.5,96.0
2754,20140423,4,PCA,24.807564728522507
2754,20140423,4,PM2.5,95.0
2760,20140423,5,PCA,45.90757604547794
2760,20140423,5,PM2.5,112.0
2766,20140423,6,PCA,78.07275225689176
2766,20140423,6,PM2.5,138.0
2772,20140423,7,PCA,94.31330970131852
2772,20140423,7,PM2.5,147.0
2778,20140423,8,PCA,117.81294803254949
2778,20140423,8,PM2.5,162.0
2784,20140423,9,PCA,130.54470505759735
2784,20140423,9,PM2.5,170.0
2790,20140423,10,PCA,140.97140083571426
2790,20140423,10,PM2.5,178.0
2796,20140423,11,PCA,154.8497696215871
2796,20140423,11,PM2.5,188.0
2802,20140423,12,PCA,151.0587087889778
2802,20140423,12,PM2.5,184.0
2808,20140423,13,PCA,130.80780098724975
2808,20140423,13,PM2.5,160.0
2814,20140423,14,PCA,143.40929899425123
2814,20140423,14,PM2.5,180.0
2820,20140423,15,PCA,123.04291854270382
2820,20140423,15,PM2.5,163.0
2826,20140423,16,PCA,105.10257347306893
2826,20140423,16,PM2.5,149.0
2832,20140423,17,PCA,91.25715241084875
2832,20140423,17,PM2.5,134.0
2838,20140423,18,PCA,57.30417260072995
2838,20140423,18,PM2.5,108.0
2844,20140429,2,PCA,23.665683316534864
2844,20140429,2,PM2.5,78.5
2850,20140429,3,PCA,29.046757536708164
2850,20140429,3,PM2.5,84.5
2856,20140429,4,PCA,43.78658726425376
2856,20140429,4,PM2.5,106.5
2862,20140429,5,PCA,35.207562227010854
2862,20140429,5,PM2.5,95.7
2868,20140429,6,PCA,37.81040712276017
2868,20140429,6,PM2.5,99.5
2874,20140429,7,PCA,44.74239883183399
2874,20140429,7,PM2.5,104.8
2880,20140429,8,PCA,58.339121942065184
2880,20140429,8,PM2.5,118.1
2886,20140429,9,PCA,60.039930372975476
2886,20140429,9,PM2.5,124.3
2892,20140429,10,PCA,76.1707258341864
2892,20140429,10,PM2.5,153.8
2898,20140429,11,PCA,64.7708753171418
2898,20140429,11,PM2.5,144.2
2904,20140429,12,PCA,53.665638648990765
2904,20140429,12,PM2.5,130.5
2910,20140429,13,PCA,47.17766910045153
2910,20140429,13,PM2.5,131.5
2916,20140429,14,PCA,28.248311265939936
2916,20140429,14,PM2.5,111.6
2922,20140429,15,PCA,25.199563505974425
2922,20140429,15,PM2.5,108.3
2928,20140429,16,PCA,18.46581711647292
2928,20140429,16,PM2.5,98.9
2934,20140429,17,PCA,9.040396322463344
2934,20140429,17,PM2.5,83.6
2940,20140429,18,PCA,39.70155646676418
2940,20140429,18,PM2.5,121.0
2946,20140429,19,PCA,35.44758231814599
2946,20140429,19,PM2.5,105.9
2952,20140429,20,PCA,36.92227325456641
2952,20140429,20,PM2.5,103.6
2958,20140429,21,PCA,61.20107537870079
2958,20140429,21,PM2.5,123.8
2964,20140429,22,PCA,53.313291956307594
2964,20140429,22,PM2.5,114.2
2970,20140429,23,PCA,69.62679669081625
2970,20140429,23,PM2.5,120.7
2976,20140430,0,PCA,83.43900731911485
2976,20140430,0,PM2.5,133.0
2982,20140430,1,PCA,74.72918889598787
2982,20140430,1,PM2.5,121.8
2988,20140430,2,PCA,48.491122627670144
2988,20140430,2,PM2.5,102.3
2994,20140430,3,PCA,53.11648660980533
2994,20140430,3,PM2.5,98.9
3000,20140430,4,PCA,60.57023743885026
3000,20140430,4,PM2.5,102.5
3006,20140430,5,PCA,73.85543723983537
3006,20140430,5,PM2.5,110.2
3012,20140430,6,PCA,83.80272073777651
3012,20140430,6,PM2.5,118.6
3018,20140430,7,PCA,97.54150937649742
3018,20140430,7,PM2.5,133.6
3024,20140430,8,PCA,102.10990309753815
3024,20140430,8,PM2.5,137.3
3030,20140430,9,PCA,96.0475883636621
3030,20140430,9,PM2.5,140.3
3036,20140430,10,PCA,99.26648758202367
3036,20140430,10,PM2.5,155.0
3042,20140430,11,PCA,72.03641363831065
3042,20140430,11,PM2.5,136.3
3048,20140430,12,PCA,50.445206782333536
3048,20140430,12,PM2.5,123.3
3054,20140430,13,PCA,34.56811837935785
3054,20140430,13,PM2.5,108.2
3060,20140430,14,PCA,39.04162269883297
3060,20140430,14,PM2.5,116.0
3066,20140430,15,PCA,8.799153638155968
3066,20140430,15,PM2.5,76.8
3072,20140430,16,PCA,100.54135663535948
3072,20140430,16,PM2.5,207.2
3078,20140430,17,PCA,16.139503487396283
3078,20140430,17,PM2.5,82.0
3084,20140430,18,PCA,13.37900000285931
3084,20140430,18,PM2.5,80.1
3090,20140430,19,PCA,19.198895931384886
3090,20140430,19,PM2.5,83.8
3096,20140430,20,PCA,32.30715509408642
3096,20140430,20,PM2.5,89.9
3102,20140430,21,PCA,50.99682719364612
3102,20140430,21,PM2.5,104.9
3108,20140430,22,PCA,57.81427691436745
3108,20140430,22,PM2.5,109.7
3114,20140430,23,PCA,64.2806940422999
3114,20140430,23,PM2.5,108.2
3120,20140501,0,PCA,88.91545852757321
3120,20140501,0,PM2.5,130.4
3126,20140501,1,PCA,77.04796709429726
3126,20140501,1,PM2.5,128.7
3132,20140501,2,PCA,72.202483813556
3132,20140501,2,PM2.5,131.5
3138,20140501,3,PCA,83.47227926773492
3138,20140501,3,PM2.5,144.5
3144,20140501,4,PCA,105.21717985313113
3144,20140501,4,PM2.5,164.2
3150,20140501,5,PCA,112.04274858472297
3150,20140501,5,PM2.5,167.2
3156,20140501,6,PCA,135.3207314277141
3156,20140501,6,PM2.5,186.9
3162,20140501,7,PCA,140.67347712953008
3162,20140501,7,PM2.5,188.5
3168,20140501,8,PCA,139.35293975801346
3168,20140501,8,PM2.5,187.5
3174,20140501,9,PCA,126.11265599778716
3174,20140501,9,PM2.5,185.5
3180,20140501,10,PCA,103.29826125400571
3180,20140501,10,PM2.5,165.1
3186,20140501,11,PCA,79.7242880785233
3186,20140501,11,PM2.5,143.7
3192,20140501,12,PCA,80.96856929558456
3192,20140501,12,PM2.5,148.2
3198,20140501,13,PCA,81.75230110195956
3198,20140501,13,PM2.5,152.1
3204,20140501,14,PCA,78.72987871367062
3204,20140501,14,PM2.5,148.5
3210,20140501,15,PCA,77.0093854172418
3210,20140501,15,PM2.5,142.6
3216,20140501,16,PCA,70.68298907031495
3216,20140501,16,PM2.5,138.5
3222,20140501,17,PCA,73.11971309469943
3222,20140501,17,PM2.5,137.4
3228,20140501,18,PCA,86.52751079588909
3228,20140501,18,PM2.5,143.5
3234,20140501,19,PCA,397.920993449298
3234,20140501,19,PM2.5,561.0
3240,20140501,20,PCA,85.78979267702044
3240,20140501,20,PM2.5,98.3
3246,20140501,21,PCA,101.97486433575752
3246,20140501,21,PM2.5,127.6
3252,20140501,22,PCA,50.93584182762279
3252,20140501,22,PM2.5,55.6
3258,20140501,23,PCA,46.362807735222674
3258,20140501,23,PM2.5,52.1
3264,20140502,0,PCA,104.77857137284491
3264,20140502,0,PM2.5,136.5
3270,20140502,1,PCA,40.62542033906233
3270,20140502,1,PM2.5,47.5
3276,20140502,2,PCA,25.838320852989806
3276,20140502,2,PM2.5,30.1
3282,20140502,3,PCA,13.451023930192623
3282,20140502,3,PM2.5,17.8
3288,20140502,4,PCA,8.270652861014852
3288,20140502,4,PM2.5,18.5
3294,20140502,5,PCA,4.985995669704459
3294,20140502,5,PM2.5,22.1
3300,20140502,6,PCA,-7.032768456902677
3300,20140502,6,PM2.5,16.1
3306,20140502,7,PCA,-14.129568139184824
3306,20140502,7,PM2.5,17.8
3312,20140502,8,PCA,21.697001616979225
3312,20140502,8,PM2.5,77.1
3318,20140502,9,PCA,-15.088355765762085
3318,20140502,9,PM2.5,29.4
3324,20140502,10,PCA,-17.57561746094423
3324,20140502,10,PM2.5,33.1
3330,20140502,11,PCA,-18.261112697635923
3330,20140502,11,PM2.5,38.9
3336,20140502,12,PCA,11.331530903886131
3336,20140502,12,PM2.5,87.0
3342,20140502,13,PCA,-6.159935792247607
3342,20140502,13,PM2.5,66.6
3348,20140502,14,PCA,-48.21376440823055
3348,20140502,14,PM2.5,12.9
3354,20140502,15,PCA,-38.33887723933086
3354,20140502,15,PM2.5,32.9
3360,20140502,16,PCA,-34.494051785133266
3360,20140502,16,PM2.5,42.5
3366,20140502,17,PCA,-53.171599947714526
3366,20140502,17,PM2.5,20.7
3372,20140502,18,PCA,-34.82979040042818
3372,20140502,18,PM2.5,49.7
3378,20140502,19,PCA,-45.6107040318477
3378,20140502,19,PM2.5,60.2
3384,20140502,20,PCA,-59.153850476286635
3384,20140502,20,PM2.5,38.4
3390,20140502,21,PCA,-74.44310472943748
3390,20140502,21,PM2.5,15.2
3396,20140502,22,PCA,-58.447315334086376
3396,20140502,22,PM2.5,25.0
3402,20140502,23,PCA,-44.94800284290162
3402,20140502,23,PM2.5,36.1
3408,20140503,0,PCA,-39.0959409082253
3408,20140503,0,PM2.5,40.8
3414,20140503,1,PCA,-36.73153257764056
3414,20140503,1,PM2.5,43.3
3420,20140503,2,PCA,-25.73934277573229
3420,20140503,2,PM2.5,60.9
3426,20140503,3,PCA,-26.594341489861343
3426,20140503,3,PM2.5,58.1
3432,20140503,4,PCA,-28.91488513865181
3432,20140503,4,PM2.5,53.2
3438,20140503,5,PCA,-32.154188257337715
3438,20140503,5,PM2.5,49.7
3444,20140503,6,PCA,-1.0940437814408766
3444,20140503,6,PM2.5,94.9
3450,20140503,7,PCA,17.519527034457134
3450,20140503,7,PM2.5,114.6
3456,20140503,8,PCA,13.723939791219273
3456,20140503,8,PM2.5,109.8
3462,20140503,9,PCA,-1.098546691703319
3462,20140503,9,PM2.5,98.3
3468,20140503,10,PCA,-1.805683127771481
3468,20140503,10,PM2.5,98.8
3474,20140503,11,PCA,-5.2590930511092315
3474,20140503,11,PM2.5,95.2
3480,20140503,12,PCA,-7.706487907868944
3480,20140503,12,PM2.5,96.7
3486,20140503,13,PCA,-25.248361092288725
3486,20140503,13,PM2.5,79.7
3492,20140503,14,PCA,-5.336670802726673
3492,20140503,14,PM2.5,103.1
3498,20140503,15,PCA,37.74461622704896
3498,20140503,15,PM2.5,161.3
3504,20140503,16,PCA,5.914974309883904
3504,20140503,16,PM2.5,108.2
3510,20140503,17,PCA,-6.039294710914405
3510,20140503,17,PM2.5,89.5
3516,20140503,18,PCA,54.03289026498885
3516,20140503,18,PM2.5,170.4
3522,20140503,19,PCA,68.99315759751495
3522,20140503,19,PM2.5,184.6
3528,20140503,20,PCA,23.43069160591086
3528,20140503,20,PM2.5,114.9
3534,20140503,21,PCA,-0.021503716046295317
3534,20140503,21,PM2.5,77.1
3540,20140503,22,PCA,-11.06693386950692
3540,20140503,22,PM2.5,58.2
3546,20140503,23,PCA,-12.404265405754899
3546,20140503,23,PM2.5,55.5
3552,20140504,0,PCA,-21.202522220747415
3552,20140504,0,PM2.5,41.8
3558,20140504,1,PCA,-30.89779602877882
3558,20140504,1,PM2.5,26.9
3564,20140504,2,PCA,-33.028133887525925
3564,20140504,2,PM2.5,27.3
3570,20140504,3,PCA,-25.3019838001403
3570,20140504,3,PM2.5,38.8
3576,20140504,4,PCA,-26.365649026810818
3576,20140504,4,PM2.5,37.2
3582,20140504,5,PCA,-24.198378888423363
3582,20140504,5,PM2.5,39.7
3588,20140504,6,PCA,-26.205086830127097
3588,20140504,6,PM2.5,38.7
3594,20140504,7,PCA,-28.49801149175481
3594,20140504,7,PM2.5,37.6
3600,20140504,8,PCA,-23.145938285204586
3600,20140504,8,PM2.5,47.8
3606,20140504,9,PCA,-31.3327295631225
3606,20140504,9,PM2.5,42.7
3612,20140504,10,PCA,-33.019036855279836
3612,20140504,10,PM2.5,47.3
3618,20140504,11,PCA,-48.81297707657992
3618,20140504,11,PM2.5,27.8
3624,20140504,12,PCA,-51.47747375471937
3624,20140504,12,PM2.5,28.4
3630,20140504,13,PCA,-42.75831147519917
3630,20140504,13,PM2.5,42.4
3636,20140504,14,PCA,-42.070070753620534
3636,20140504,14,PM2.5,44.3
3642,20140504,15,PCA,-52.44361350058429
3642,20140504,15,PM2.5,29.9
3648,20140504,16,PCA,-60.87937081740238
3648,20140504,16,PM2.5,19.5
3654,20140504,17,PCA,-56.87656645691237
3654,20140504,17,PM2.5,25.9
3660,20140504,18,PCA,-61.15347238851547
3660,20140504,18,PM2.5,23.1
3666,20140504,19,PCA,-67.57241628386006
3666,20140504,19,PM2.5,20.5
3672,20140504,20,PCA,-66.36145011454093
3672,20140504,20,PM2.5,26.7
3678,20140504,21,PCA,-58.87422013594053
3678,20140504,21,PM2.5,31.7
3684,20140504,22,PCA,-32.654287936486384
3684,20140504,22,PM2.5,55.7
3690,20140504,23,PCA,-43.091870887794315
3690,20140504,23,PM2.5,35.3
3696,20140505,0,PCA,-22.306885406805783
3696,20140505,0,PM2.5,59.6
3702,20140505,1,PCA,-21.899352796215393
3702,20140505,1,PM2.5,60.6
3708,20140505,2,PCA,-11.990695280526413
3708,20140505,2,PM2.5,70.3
3714,20140505,3,PCA,-25.79560831912368
3714,20140505,3,PM2.5,50.1
3720,20140505,4,PCA,-40.43953626931689
3720,20140505,4,PM2.5,36.55
3726,20140505,5,PCA,-55.083464219510105
3726,20140505,5,PM2.5,23.0
3732,20140505,6,PCA,-68.26370546600873
3732,20140505,6,PM2.5,14.4
3738,20140505,7,PCA,-61.544095948233696
3738,20140505,7,PM2.5,25.9
3744,20140505,8,PCA,-46.61262925557966
3744,20140505,8,PM2.5,43.1
3750,20140505,9,PCA,-56.715903732892194
3750,20140505,9,PM2.5,38.8
3756,20140505,10,PCA,-69.48153338347093
3756,20140505,10,PM2.5,26.8
3762,20140505,11,PCA,-74.77952826622544
3762,20140505,11,PM2.5,23.1
3768,20140505,12,PCA,-81.88765856602694
3768,20140505,12,PM2.5,16.0
3774,20140505,13,PCA,-84.2792543425856
3774,20140505,13,PM2.5,15.4
3780,20140505,14,PCA,-91.19782615696637
3780,20140505,14,PM2.5,8.9
3786,20140505,15,PCA,-84.75408372672184
3786,20140505,15,PM2.5,18.8
3792,20140505,16,PCA,-68.36717532816162
3792,20140505,16,PM2.5,42.6
3798,20140505,17,PCA,-75.58699504210006
3798,20140505,17,PM2.5,32.8
3804,20140505,18,PCA,-68.28353765290268
3804,20140505,18,PM2.5,41.1
3810,20140505,19,PCA,-57.27320155153693
3810,20140505,19,PM2.5,49.4
3816,20140505,20,PCA,-51.32362036425477
3816,20140505,20,PM2.5,45.2
3822,20140505,21,PCA,-41.05184699747396
3822,20140505,21,PM2.5,48.8
3828,20140505,22,PCA,-20.891666011033294
3828,20140505,22,PM2.5,69.1
3834,20140505,23,PCA,-15.440836016045473
3834,20140505,23,PM2.5,74.5
3840,20140506,0,PCA,-7.69020740470697
3840,20140506,0,PM2.5,77.5
3846,20140506,1,PCA,-19.831736442297096
3846,20140506,1,PM2.5,64.6
3852,20140506,2,PCA,-12.197135599353246
3852,20140506,2,PM2.5,76.9
3858,20140506,3,PCA,-9.721564053178373
3858,20140506,3,PM2.5,80.3
3864,20140506,4,PCA,-11.862958604922019
3864,20140506,4,PM2.5,77.2
3870,20140506,5,PCA,-11.613702357685762
3870,20140506,5,PM2.5,76.3
3876,20140506,6,PCA,-8.486562873035764
3876,20140506,6,PM2.5,76.9
3882,20140506,7,PCA,-5.684576715285016
3882,20140506,7,PM2.5,80.6
3888,20140506,8,PCA,9.333882200152296
3888,20140506,8,PM2.5,107.1
3894,20140506,9,PCA,-8.616974378503627
3894,20140506,9,PM2.5,83.4
3900,20140506,10,PCA,-10.028916624153402
3900,20140506,10,PM2.5,81.4
3906,20140506,11,PCA,17.577344136820198
3906,20140506,11,PM2.5,119.0
3912,20140506,12,PCA,5.035981393207338
3912,20140506,12,PM2.5,101.0
3918,20140506,13,PCA,16.85891370352082
3918,20140506,13,PM2.5,116.5
3924,20140506,14,PCA,34.44587631587537
3924,20140506,14,PM2.5,140.6
3930,20140506,15,PCA,23.629954987492454
3930,20140506,15,PM2.5,119.1
3936,20140506,16,PCA,24.899567672639442
3936,20140506,16,PM2.5,115.6
3942,20140506,17,PCA,33.44114001157046
3942,20140506,17,PM2.5,124.9
3948,20140506,18,PCA,36.3064095440134
3948,20140506,18,PM2.5,123.9
3954,20140506,19,PCA,48.04326600695383
3954,20140506,19,PM2.5,126.3
3960,20140506,20,PCA,71.19031251868086
3960,20140506,20,PM2.5,138.7
3966,20140506,21,PCA,85.70767927270795
3966,20140506,21,PM2.5,148.4
3972,20140506,22,PCA,75.01254143795958
3972,20140506,22,PM2.5,140.4
3978,20140506,23,PCA,84.03286772032655
3978,20140506,23,PM2.5,143.6
3984,20140507,0,PCA,88.84084717480309
3984,20140507,0,PM2.5,144.5
3990,20140507,1,PCA,91.5861976031877
3990,20140507,1,PM2.5,143.4
3996,20140507,2,PCA,87.75869978933447
3996,20140507,2,PM2.5,137.1
4002,20140507,3,PCA,77.2541037911631
4002,20140507,3,PM2.5,121.9
4008,20140507,4,PCA,99.76369150198457
4008,20140507,4,PM2.5,149.6
4014,20140507,5,PCA,108.3490324060239
4014,20140507,5,PM2.5,159.2
4020,20140507,6,PCA,105.98540687448069
4020,20140507,6,PM2.5,149.2
4026,20140507,7,PCA,118.59132397510807
4026,20140507,7,PM2.5,159.4
4032,20140507,8,PCA,139.98338264067843
4032,20140507,8,PM2.5,181.8
4038,20140507,9,PCA,144.9886363698119
4038,20140507,9,PM2.5,181.7
4044,20140507,10,PCA,158.01748991572066
4044,20140507,10,PM2.5,220.4
4050,20140507,11,PCA,45.958970511321596
4050,20140507,11,PM2.5,76.6
4056,20140507,12,PCA,34.45253615095386
4056,20140507,12,PM2.5,66.0
4062,20140507,13,PCA,6.517911425317417
4062,20140507,13,PM2.5,31.8
4068,20140507,14,PCA,-19.13001235732019
4068,20140507,14,PM2.5,3.0
4074,20140507,15,PCA,-18.562193726010392
4074,20140507,15,PM2.5,11.0
4080,20140507,16,PCA,-19.331673922274593
4080,20140507,16,PM2.5,14.3
4086,20140507,17,PCA,-13.710432248528814
4086,20140507,17,PM2.5,26.7
4092,20140507,18,PCA,-6.16397993798254
4092,20140507,18,PM2.5,36.9
4098,20140507,19,PCA,-11.587682962497146
4098,20140507,19,PM2.5,26.0
4104,20140507,20,PCA,11.726903925253326
4104,20140507,20,PM2.5,34.1
4110,20140507,21,PCA,4.097382511972647
4110,20140507,21,PM2.5,38.0
4116,20140507,22,PCA,-5.138824450527488
4116,20140507,22,PM2.5,42.3
4122,20140507,23,PCA,35.88988511999751
4122,20140507,23,PM2.5,103.3
4128,20140508,0,PCA,54.06060538241104
4128,20140508,0,PM2.5,111.6
4134,20140508,1,PCA,32.8250716712924
4134,20140508,1,PM2.5,102.9
4140,20140508,2,PCA,20.5163474635952
4140,20140508,2,PM2.5,85.0
4146,20140508,3,PCA,46.082980612608544
4146,20140508,3,PM2.5,110.5
4152,20140508,4,PCA,49.09833507859631
4152,20140508,4,PM2.5,111.7
4158,20140508,5,PCA,42.396193609218805
4158,20140508,5,PM2.5,104.9
4164,20140508,6,PCA,54.47317225252253
4164,20140508,6,PM2.5,126.2
4170,20140508,7,PCA,78.10617293774324
4170,20140508,7,PM2.5,157.5
4176,20140508,8,PCA,99.94305072442843
4176,20140508,8,PM2.5,180.3
4182,20140508,9,PCA,93.70537688865996
4182,20140508,9,PM2.5,176.4
4188,20140508,10,PCA,46.01587863740635
4188,20140508,10,PM2.5,137.5
4194,20140508,11,PCA,17.750726996205074
4194,20140508,11,PM2.5,102.1
4200,20140508,12,PCA,-10.232864999215876
4200,20140508,12,PM2.5,73.8
4206,20140508,13,PCA,-24.867251915743363
4206,20140508,13,PM2.5,58.0
4212,20140508,14,PCA,-20.18905153210986
4212,20140508,14,PM2.5,59.9
4218,20140508,15,PCA,-13.676284723464542
4218,20140508,15,PM2.5,69.1
4224,20140508,16,PCA,-4.528817446991496
4224,20140508,16,PM2.5,79.3
4230,20140508,17,PCA,-10.300660205985675
4230,20140508,17,PM2.5,65.5
4236,20140508,18,PCA,8.473245985790674
4236,20140508,18,PM2.5,81.7
4242,20140508,19,PCA,6.300894613588553
4242,20140508,19,PM2.5,69.8
4248,20140508,20,PCA,1.4750729342613458
4248,20140508,20,PM2.5,57.7
4254,20140508,21,PCA,7.282323434329493
4254,20140508,21,PM2.5,60.4
4260,20140508,22,PCA,20.177647828577754
4260,20140508,22,PM2.5,67.2
4266,20140508,23,PCA,-2.8011576601566284
4266,20140508,23,PM2.5,56.7
4272,20140509,0,PCA,-15.58860114356223
4272,20140509,0,PM2.5,48.0
4278,20140509,1,PCA,-4.699858435950354
4278,20140509,1,PM2.5,61.9
4284,20140509,2,PCA,4.414348055517142
4284,20140509,2,PM2.5,73.1
4290,20140509,3,PCA,6.790131412922822
4290,20140509,3,PM2.5,74.9
4296,20140509,4,PCA,12.208658855544344
4296,20140509,4,PM2.5,69.5
4302,20140509,5,PCA,30.008001976414125
4302,20140509,5,PM2.5,83.9
4308,20140509,6,PCA,47.77924648988628
4308,20140509,6,PM2.5,107.6
4314,20140509,7,PCA,46.89187428614633
4314,20140509,7,PM2.5,105.3
4320,20140509,8,PCA,40.578512097143225
4320,20140509,8,PM2.5,102.7
5166,20140515,5,PCA,-27.40455779801049
5166,20140515,5,PM2.5,63.9
5172,20140515,6,PCA,-26.182800152097922
5172,20140515,6,PM2.5,56.6
5178,20140515,7,PCA,-23.65720763525788
5178,20140515,7,PM2.5,60.0
5184,20140515,8,PCA,-38.624911203537515
5184,20140515,8,PM2.5,39.0
5190,20140515,9,PCA,-36.066036620146086
5190,20140515,9,PM2.5,44.0
5196,20140515,10,PCA,-50.823277162982365
5196,20140515,10,PM2.5,32.9
5202,20140515,11,PCA,-50.35017406830911
5202,20140515,11,PM2.5,38.6
5208,20140515,12,PCA,-61.463054273862866
5208,20140515,12,PM2.5,34.8
5214,20140515,13,PCA,-49.03812080345017
5214,20140515,13,PM2.5,55.1
5220,20140515,14,PCA,-35.41354937292399
5220,20140515,14,PM2.5,73.7
5226,20140515,15,PCA,-20.31876225480111
5226,20140515,15,PM2.5,90.6
5232,20140515,16,PCA,-0.643135231527356
5232,20140515,16,PM2.5,115.0
5238,20140515,17,PCA,14.344562850896402
5238,20140515,17,PM2.5,127.0
5244,20140515,18,PCA,24.600121094178142
5244,20140515,18,PM2.5,131.6
5250,20140515,19,PCA,47.74429311757726
5250,20140515,19,PM2.5,130.2
5256,20140515,20,PCA,48.38809543445739
5256,20140515,20,PM2.5,132.5
5262,20140515,21,PCA,26.2134234796266
5262,20140515,21,PM2.5,94.7
5268,20140515,22,PCA,43.89375996894583
5268,20140515,22,PM2.5,99.5
5274,20140515,23,PCA,36.598906536980714
5274,20140515,23,PM2.5,80.1
5280,20140516,0,PCA,40.84533297844641
5280,20140516,0,PM2.5,82.0
5286,20140516,1,PCA,105.57953469739255
5286,20140516,1,PM2.5,176.9
5292,20140516,2,PCA,27.714059220850395
5292,20140516,2,PM2.5,68.1
5298,20140516,3,PCA,30.781273045008167
5298,20140516,3,PM2.5,70.6
5304,20140516,4,PCA,28.03970950918517
5304,20140516,4,PM2.5,65.6
5310,20140516,5,PCA,42.173416302604245
5310,20140516,5,PM2.5,79.4
5316,20140516,6,PCA,50.207280035476956
5316,20140516,6,PM2.5,89.8
5322,20140516,7,PCA,31.689151502863265
5322,20140516,7,PM2.5,65.3
5328,20140516,8,PCA,11.102160504979706
5328,20140516,8,PM2.5,50.4
5334,20140516,9,PCA,-11.427163179869384
5334,20140516,9,PM2.5,33.6
5340,20140516,10,PCA,-9.748941930726293
5340,20140516,10,PM2.5,40.6
5526,20140517,17,PCA,-27.42663035295927
5526,20140517,17,PM2.5,62.9
5532,20140517,18,PCA,-45.24997621272984
5532,20140517,18,PM2.5,50.7
5538,20140517,19,PCA,-49.03435890596744
5538,20140517,19,PM2.5,30.2
5544,20140517,20,PCA,-43.32179551575914
5544,20140517,20,PM2.5,27.4
5550,20140517,21,PCA,-27.070491626220786
5550,20140517,21,PM2.5,31.1
5556,20140517,22,PCA,-10.976513625186811
5556,20140517,22,PM2.5,42.0
5562,20140517,23,PCA,-15.337549812648927
5562,20140517,23,PM2.5,39.4
5568,20140518,0,PCA,-14.705061223265167
