,date,hour,type,密云
27270,20141017,6,PCA,-0.6459492653953628
27270,20141017,6,PM2.5,54.2
27276,20141017,7,PCA,3.2812859583546325
27276,20141017,7,PM2.5,60.0
27282,20141017,8,PCA,4.628361327119796
27282,20141017,8,PM2.5,60.5
27288,20141017,9,PCA,3.895237926747065
27288,20141017,9,PM2.5,58.7
27294,20141017,10,PCA,6.269925188740482
27294,20141017,10,PM2.5,61.1
27300,20141017,11,PCA,10.836467296585099
27300,20141017,11,PM2.5,66.0
27306,20141017,12,PCA,15.952772813293889
27306,20141017,12,PM2.5,70.8
27312,20141017,13,PCA,23.402036232621832
27312,20141017,13,PM2.5,80.9
27318,20141017,14,PCA,30.39528862573796
27318,20141017,14,PM2.5,88.3
27324,20141017,15,PCA,46.37880370414157
27324,20141017,15,PM2.5,106.2
27330,20141017,16,PCA,52.82088636854075
27330,20141017,16,PM2.5,109.6
27336,20141017,17,PCA,65.92229700089233
27336,20141017,17,PM2.5,120.9
27342,20141017,18,PCA,85.76304908837464
27342,20141017,18,PM2.5,134.0
27348,20141017,19,PCA,108.49943649334332
27348,20141017,19,PM2.5,154.6
27354,20141017,20,PCA,114.03182128440012
27354,20141017,20,PM2.5,168.2
27360,20141017,21,PCA,102.90253451095892
27360,20141017,21,PM2.5,153.1
27366,20141017,22,PCA,96.409870745856
27366,20141017,22,PM2.5,142.3
27372,20141017,23,PCA,89.44200200761395
27372,20141017,23,PM2.5,132.9
27378,20141018,0,PCA,79.75084339352279
27378,20141018,0,PM2.5,115.2
27384,20141018,1,PCA,70.33457400443987
27384,20141018,1,PM2.5,99.9
27390,20141018,2,PCA,63.29606095658593
27390,20141018,2,PM2.5,88.3
27396,20141018,3,PCA,62.0961292285824
27396,20141018,3,PM2.5,85.4
27402,20141018,4,PCA,60.08335094211055
27402,20141018,4,PM2.5,81.9
27408,20141018,5,PCA,60.72185348653171
27408,20141018,5,PM2.5,82.0
27414,20141018,6,PCA,61.16419835651763
27414,20141018,6,PM2.5,80.6
27420,20141018,7,PCA,63.40743863861702
27420,20141018,7,PM2.5,83.3
27426,20141018,8,PCA,66.95345794285996
27426,20141018,8,PM2.5,87.8
27432,20141018,9,PCA,67.60464839489735
27432,20141018,9,PM2.5,88.0
27438,20141018,10,PCA,69.90992041764083
27438,20141018,10,PM2.5,90.8
27444,20141018,11,PCA,65.26254343323625
27444,20141018,11,PM2.5,83.1
27450,20141018,12,PCA,75.76324034493366
27450,20141018,12,PM2.5,97.4
27456,20141018,13,PCA,94.82053332157909
27456,20141018,13,PM2.5,125.1
27462,20141018,14,PCA,113.62168988773534
27462,20141018,14,PM2.5,150.8
27468,20141018,15,PCA,104.36512294556066
27468,20141018,15,PM2.5,135.7
27474,20141018,16,PCA,92.42784589044022
27474,20141018,16,PM2.5,117.4
27480,20141018,17,PCA,135.83738449449766
27480,20141018,17,PM2.5,172.0
27486,20141018,18,PCA,173.15847472489725
27486,20141018,18,PM2.5,198.6
27492,20141018,19,PCA,205.97785362154366
27492,20141018,19,PM2.5,232.1
27498,20141018,20,PCA,200.0227389154839
27498,20141018,20,PM2.5,232.2
27504,20141018,21,PCA,196.65005236752248
27504,20141018,21,PM2.5,228.7
27510,20141018,22,PCA,211.8582181316689
27510,20141018,22,PM2.5,248.1
27516,20141018,23,PCA,226.66535683869728
27516,20141018,23,PM2.5,266.3
27522,20141019,0,PCA,230.53336771022776
27522,20141019,0,PM2.5,267.2
27528,20141019,1,PCA,224.6288696309531
27528,20141019,1,PM2.5,252.1
27534,20141019,2,PCA,228.70228951231365
27534,20141019,2,PM2.5,248.9
27540,20141019,3,PCA,233.3857968346108
27540,20141019,3,PM2.5,245.1
27546,20141019,4,PCA,228.7740224018945
27546,20141019,4,PM2.5,232.9
27552,20141019,5,PCA,229.90938537163078
27552,20141019,5,PM2.5,229.4
27558,20141019,6,PCA,233.19301544141973
27558,20141019,6,PM2.5,229.6
27564,20141019,7,PCA,245.4611150269376
27564,20141019,7,PM2.5,242.4
27570,20141019,8,PCA,258.34990052222264
27570,20141019,8,PM2.5,252.5
27576,20141019,9,PCA,273.92775801900456
27576,20141019,9,PM2.5,265.7
27582,20141019,10,PCA,294.59847564381107
27582,20141019,10,PM2.5,283.4
27588,20141019,11,PCA,300.7145273233215
27588,20141019,11,PM2.5,285.5
27594,20141019,12,PCA,293.094287439213
27594,20141019,12,PM2.5,262.5
27600,20141019,13,PCA,263.16808672944984
27600,20141019,13,PM2.5,219.0
27606,20141019,14,PCA,276.2781179722281
27606,20141019,14,PM2.5,236.2
27612,20141019,15,PCA,280.4533717267513
27612,20141019,15,PM2.5,238.1
27618,20141019,16,PCA,267.30606213910573
27618,20141019,16,PM2.5,213.5
27624,20141019,17,PCA,265.01212980792303
27624,20141019,17,PM2.5,207.3
27630,20141019,18,PCA,277.92893450894644
27630,20141019,18,PM2.5,222.1
27636,20141019,19,PCA,332.2302910786103
27636,20141019,19,PM2.5,292.9
27642,20141019,20,PCA,342.168778818806
27642,20141019,20,PM2.5,306.4
27648,20141019,21,PCA,318.5098091555395
27648,20141019,21,PM2.5,274.0
27654,20141019,22,PCA,252.4193591273942
27654,20141019,22,PM2.5,187.7
27660,20141019,23,PCA,254.59968949301177
27660,20141019,23,PM2.5,195.6
27666,20141020,0,PCA,298.3037341281231
27666,20141020,0,PM2.5,253.9
27672,20141020,1,PCA,276.4152344288115
27672,20141020,1,PM2.5,226.5
27678,20141020,2,PCA,264.13554294687737
27678,20141020,2,PM2.5,211.3
27684,20141020,3,PCA,264.6501826848877
27684,20141020,3,PM2.5,212.9
27690,20141020,4,PCA,261.4096199316231
27690,20141020,4,PM2.5,209.8
27696,20141020,5,PCA,256.7891393520665
27696,20141020,5,PM2.5,204.1
27702,20141020,6,PCA,256.5656239693601
27702,20141020,6,PM2.5,205.8
27708,20141020,7,PCA,258.8286588971627
27708,20141020,7,PM2.5,210.4
27714,20141020,8,PCA,269.42515082594844
27714,20141020,8,PM2.5,226.7
27720,20141020,9,PCA,277.3674974516269
27720,20141020,9,PM2.5,243.0
27726,20141020,10,PCA,267.64122001281856
27726,20141020,10,PM2.5,234.8
27732,20141020,11,PCA,255.8166501089079
27732,20141020,11,PM2.5,222.0
27738,20141020,12,PCA,248.74086192308414
27738,20141020,12,PM2.5,213.3
27744,20141020,13,PCA,237.93931047215122
27744,20141020,13,PM2.5,197.5
27750,20141020,14,PCA,245.00646667746517
27750,20141020,14,PM2.5,208.5
27756,20141020,15,PCA,251.93474278605387
27756,20141020,15,PM2.5,218.1
27762,20141020,16,PCA,279.9402564069215
27762,20141020,16,PM2.5,256.4
27768,20141020,17,PCA,279.4076420933117
27768,20141020,17,PM2.5,252.6
27774,20141020,18,PCA,282.5379458293724
27774,20141020,18,PM2.5,252.2
27780,20141020,19,PCA,288.4563043859538
27780,20141020,19,PM2.5,261.1
27786,20141020,20,PCA,290.59451943417866
27786,20141020,20,PM2.5,265.7
27792,20141020,21,PCA,269.3150770263062
27792,20141020,21,PM2.5,238.5
27798,20141020,22,PCA,245.38955275959023
27798,20141020,22,PM2.5,204.2
27804,20141020,23,PCA,213.0486447702436
27804,20141020,23,PM2.5,158.6
27810,20141021,0,PCA,189.32504472087686
27810,20141021,0,PM2.5,126.6
27816,20141021,1,PCA,153.98528027381872
27816,20141021,1,PM2.5,79.4
27822,20141021,2,PCA,134.3230709881679
27822,20141021,2,PM2.5,57.9
27828,20141021,3,PCA,123.54368642935103
27828,20141021,3,PM2.5,47.9
27834,20141021,4,PCA,117.89413277292182
27834,20141021,4,PM2.5,44.6
27840,20141021,5,PCA,113.58085120312914
27840,20141021,5,PM2.5,43.2
27846,20141021,6,PCA,108.8478029260466
27846,20141021,6,PM2.5,42.6
27852,20141021,7,PCA,101.14858987227831
27852,20141021,7,PM2.5,39.8
27858,20141021,8,PCA,95.03506940148588
27858,20141021,8,PM2.5,39.4
27864,20141021,9,PCA,86.83255272095565
27864,20141021,9,PM2.5,37.5
27870,20141021,10,PCA,74.68323502072523
27870,20141021,10,PM2.5,30.4
27876,20141021,11,PCA,74.36267474427777
27876,20141021,11,PM2.5,41.9
27882,20141021,12,PCA,61.77163243001437
27882,20141021,12,PM2.5,35.9
27888,20141021,13,PCA,57.78697411490793
27888,20141021,13,PM2.5,38.4
27894,20141021,14,PCA,52.77431764115593
27894,20141021,14,PM2.5,43.5
27900,20141021,16,PCA,39.78578290604277
27900,20141021,16,PM2.5,46.3
27906,20141021,17,PCA,31.049577735936467
27906,20141021,17,PM2.5,44.2
27912,20141021,18,PCA,23.451439415886433
27912,20141021,18,PM2.5,41.4
27918,20141021,19,PCA,20.626849039167958
27918,20141021,19,PM2.5,47.5
27924,20141021,20,PCA,18.340066701747496
27924,20141021,20,PM2.5,58.9
27930,20141021,21,PCA,12.21448902058223
27930,20141021,21,PM2.5,60.6
27936,20141021,22,PCA,1.49621060148312
27936,20141021,22,PM2.5,54.2
27942,20141021,23,PCA,-5.376644880326913
27942,20141021,23,PM2.5,50.2
27948,20141022,0,PCA,-5.325670712153259
27948,20141022,0,PM2.5,51.0
27954,20141022,1,PCA,-13.376040757251408
27954,20141022,1,PM2.5,40.3
27960,20141022,2,PCA,-9.933999174383317
27960,20141022,2,PM2.5,46.6
27966,20141022,3,PCA,-14.707348861883826
27966,20141022,3,PM2.5,39.4
27972,20141022,4,PCA,-10.245268534193386
27972,20141022,4,PM2.5,46.3
27978,20141022,5,PCA,-19.64326196793179
27978,20141022,5,PM2.5,34.1
27984,20141022,6,PCA,-15.254883190105776
27984,20141022,6,PM2.5,40.3
27990,20141022,7,PCA,-16.344473468949953
27990,20141022,7,PM2.5,40.0
27996,20141022,8,PCA,-13.115427854442984
27996,20141022,8,PM2.5,44.1
28002,20141022,9,PCA,-10.350959275914716
28002,20141022,9,PM2.5,47.0
28008,20141022,10,PCA,-8.931819380661631
28008,20141022,10,PM2.5,49.0
28014,20141022,11,PCA,-6.120627787666788
28014,20141022,11,PM2.5,51.8
28020,20141022,12,PCA,-2.957721667551149
28020,20141022,12,PM2.5,53.7
28026,20141022,13,PCA,1.122975906768166
28026,20141022,13,PM2.5,59.6
28032,20141022,14,PCA,-1.4208880838623432
28032,20141022,14,PM2.5,57.6
28038,20141022,15,PCA,-2.1313783911674973
28038,20141022,15,PM2.5,57.8
28044,20141022,16,PCA,-5.096502522241717
28044,20141022,16,PM2.5,53.7
28050,20141022,17,PCA,10.891814616618552
28050,20141022,17,PM2.5,74.1
28056,20141022,18,PCA,18.931768514869706
28056,20141022,18,PM2.5,82.0
28062,20141022,19,PCA,29.096958522312946
28062,20141022,19,PM2.5,93.5
28068,20141022,20,PCA,34.35711845611717
28068,20141022,20,PM2.5,99.7
28074,20141022,21,PCA,26.46046465985478
28074,20141022,21,PM2.5,86.4
28080,20141022,22,PCA,33.43411637741001
28080,20141022,22,PM2.5,93.5
28086,20141022,23,PCA,37.5749491193888
28086,20141022,23,PM2.5,96.4
28092,20141023,0,PCA,41.55780956376242
28092,20141023,0,PM2.5,103.0
28098,20141023,1,PCA,36.43318907236363
28098,20141023,1,PM2.5,91.6
28104,20141023,2,PCA,37.323705795023876
28104,20141023,2,PM2.5,91.8
28110,20141023,3,PCA,38.321261373065184
28110,20141023,3,PM2.5,90.9
28116,20141023,4,PCA,36.88239322891989
28116,20141023,4,PM2.5,86.7
28122,20141023,5,PCA,38.109782260025405
28122,20141023,5,PM2.5,86.1
28128,20141023,6,PCA,39.15352790809748
28128,20141023,6,PM2.5,85.8
28134,20141023,7,PCA,43.2990005262177
28134,20141023,7,PM2.5,89.0
28140,20141023,8,PCA,46.49270830150951
28140,20141023,8,PM2.5,91.5
28146,20141023,9,PCA,50.01565162089718
28146,20141023,9,PM2.5,92.9
28152,20141023,10,PCA,56.9105302371038
28152,20141023,10,PM2.5,100.3
28158,20141023,11,PCA,64.26228339149904
28158,20141023,11,PM2.5,107.7
28164,20141023,12,PCA,73.954566765702
28164,20141023,12,PM2.5,118.9
28170,20141023,13,PCA,90.21367335954889
28170,20141023,13,PM2.5,144.4
28176,20141023,14,PCA,92.51916857374631
28176,20141023,14,PM2.5,143.0
28182,20141023,15,PCA,99.05016617591833
28182,20141023,15,PM2.5,145.0
28188,20141023,16,PCA,98.1222402632205
28188,20141023,16,PM2.5,138.1
28194,20141023,17,PCA,106.18002741751144
28194,20141023,17,PM2.5,143.3
28200,20141023,18,PCA,120.26084102696659
28200,20141023,18,PM2.5,153.7
28206,20141023,19,PCA,122.77909511729159
28206,20141023,19,PM2.5,150.2
28212,20141023,20,PCA,132.86839557211678
28212,20141023,20,PM2.5,164.3
28218,20141023,21,PCA,153.6891876912727
28218,20141023,21,PM2.5,190.5
28224,20141023,22,PCA,158.7110782242235
28224,20141023,22,PM2.5,193.6
28230,20141023,23,PCA,155.38527279537854
28230,20141023,23,PM2.5,183.7
28236,20141024,0,PCA,159.5866863247013
28236,20141024,0,PM2.5,184.6
28242,20141024,1,PCA,157.8767624288219
28242,20141024,1,PM2.5,176.7
28248,20141024,2,PCA,150.12386255401438
28248,20141024,2,PM2.5,163.4
28254,20141024,3,PCA,153.22622826244165
28254,20141024,3,PM2.5,165.6
28260,20141024,4,PCA,147.09871239676167
28260,20141024,4,PM2.5,154.3
28266,20141024,5,PCA,148.7450100942288
28266,20141024,5,PM2.5,152.7
28272,20141024,6,PCA,156.52736830334769
28272,20141024,6,PM2.5,159.4
28278,20141024,7,PCA,162.84927444649966
28278,20141024,7,PM2.5,164.4
28284,20141024,8,PCA,175.71732632668474
28284,20141024,8,PM2.5,178.0
28290,20141024,9,PCA,193.2843355709395
28290,20141024,9,PM2.5,198.1
28296,20141024,10,PCA,201.68684443676207
28296,20141024,10,PM2.5,206.2
28302,20141024,11,PCA,205.57745293372764
28302,20141024,11,PM2.5,209.0
28308,20141024,12,PCA,208.0558633977946
28308,20141024,12,PM2.5,212.0
28314,20141024,13,PCA,225.96234975211496
28314,20141024,13,PM2.5,235.1
28320,20141024,14,PCA,255.67735696479596
28320,20141024,14,PM2.5,274.4
28326,20141024,15,PCA,288.862036929858
28326,20141024,15,PM2.5,315.6
28332,20141024,16,PCA,289.5612042976433
28332,20141024,16,PM2.5,308.0
28338,20141024,17,PCA,301.38304337420595
28338,20141024,17,PM2.5,316.9
28344,20141024,18,PCA,305.7250781401286
28344,20141024,18,PM2.5,309.6
28350,20141024,19,PCA,317.79585678214045
28350,20141024,19,PM2.5,310.3
28356,20141024,20,PCA,312.71619028267605
28356,20141024,20,PM2.5,299.0
28362,20141024,21,PCA,304.4248255918621
28362,20141024,21,PM2.5,287.1
28368,20141024,22,PCA,289.9065195356187
28368,20141024,22,PM2.5,263.5
28374,20141024,23,PCA,280.88054484472286
28374,20141024,23,PM2.5,250.1
28380,20141025,0,PCA,278.3178247969507
28380,20141025,0,PM2.5,246.5
28386,20141025,1,PCA,269.12037494620944
28386,20141025,1,PM2.5,231.5
28392,20141025,2,PCA,266.7759628222785
28392,20141025,2,PM2.5,225.5
28398,20141025,3,PCA,260.0850757471865
28398,20141025,3,PM2.5,212.7
28404,20141025,4,PCA,256.93622415773126
28404,20141025,4,PM2.5,206.3
28410,20141025,5,PCA,247.9093080056775
28410,20141025,5,PM2.5,191.1
28416,20141025,6,PCA,247.80251263811715
28416,20141025,6,PM2.5,190.0
28422,20141025,7,PCA,253.0986683390734
28422,20141025,7,PM2.5,196.4
28428,20141025,8,PCA,262.00694220105987
28428,20141025,8,PM2.5,204.4
28434,20141025,9,PCA,271.40202009754535
28434,20141025,9,PM2.5,215.3
28440,20141025,10,PCA,303.7611933308859
28440,20141025,10,PM2.5,264.0
28446,20141025,11,PCA,318.91875932311854
28446,20141025,11,PM2.5,288.3
28452,20141025,12,PCA,323.8263641405926
28452,20141025,12,PM2.5,294.1
28458,20141025,13,PCA,343.3446210680605
28458,20141025,13,PM2.5,317.0
28464,20141025,14,PCA,394.9508101669672
28464,20141025,14,PM2.5,389.8
28470,20141025,15,PCA,404.83803798586956
28470,20141025,15,PM2.5,399.6
28476,20141025,16,PCA,414.45553228145167
28476,20141025,16,PM2.5,408.7
28482,20141025,17,PCA,410.10485818779347
28482,20141025,17,PM2.5,397.4
28488,20141025,18,PCA,415.2719228474182
28488,20141025,18,PM2.5,395.1
28494,20141025,19,PCA,422.3428582678696
28494,20141025,19,PM2.5,392.5
28500,20141025,20,PCA,422.18058800002143
28500,20141025,20,PM2.5,389.8
28506,20141025,21,PCA,407.58496965029275
28506,20141025,21,PM2.5,368.1
28512,20141025,22,PCA,386.12182831706554
28512,20141025,22,PM2.5,336.4
28518,20141025,23,PCA,390.64437978742654
28518,20141025,23,PM2.5,339.1
28524,20141026,0,PCA,377.9711373352732
28524,20141026,0,PM2.5,319.4
28530,20141026,1,PCA,368.42741445991993
28530,20141026,1,PM2.5,300.9
28536,20141026,2,PCA,351.50673238052735
28536,20141026,2,PM2.5,277.3
28542,20141026,3,PCA,298.9511097683833
28542,20141026,3,PM2.5,202.3
28548,20141026,4,PCA,206.32508430356208
28548,20141026,4,PM2.5,70.0
28554,20141026,5,PCA,161.8095786842025
28554,20141026,5,PM2.5,13.8
28560,20141026,6,PCA,156.63866423019192
28560,20141026,6,PM2.5,14.5
28566,20141026,7,PCA,149.95140441345305
28566,20141026,7,PM2.5,14.6
28572,20141026,8,PCA,144.1575699100867
28572,20141026,8,PM2.5,13.8
28578,20141026,9,PCA,130.5995075196376
28578,20141026,9,PM2.5,3.5
28584,20141026,10,PCA,127.31067617781731
28584,20141026,10,PM2.5,9.1
28590,20141026,11,PCA,117.37644370447204
28590,20141026,11,PM2.5,7.4
28596,20141026,12,PCA,107.85319647310911
28596,20141026,12,PM2.5,6.0
28602,20141026,13,PCA,96.42116274775238
28602,20141026,13,PM2.5,3.0
28608,20141026,14,PCA,96.37168234756618
28608,20141026,14,PM2.5,20.6
28614,20141026,15,PCA,76.08531996659094
28614,20141026,15,PM2.5,8.0
28620,20141026,16,PCA,62.65992858760923
28620,20141026,16,PM2.5,6.2
28626,20141026,17,PCA,48.1491315492316
28626,20141026,17,PM2.5,3.5
28632,20141026,18,PCA,42.113446853905224
28632,20141026,18,PM2.5,18.3
28638,20141026,19,PCA,15.473498855372492
28638,20141026,19,PM2.5,3.0
28644,20141026,20,PCA,1.1244995577385422
28644,20141026,20,PM2.5,5.6
28650,20141026,21,PCA,-9.11922650922503
28650,20141026,21,PM2.5,11.2
28656,20141026,22,PCA,-23.551917665212677
28656,20141026,22,PM2.5,8.4
28662,20141026,23,PCA,-30.82672881225158
28662,20141026,23,PM2.5,16.4
28668,20141027,0,PCA,-50.97955569462327
28668,20141027,0,PM2.5,3.0
28674,20141027,1,PCA,-60.00559179366628
28674,20141027,1,PM2.5,7.2
28680,20141027,2,PCA,-73.95078111710798
28680,20141027,2,PM2.5,3.9
28686,20141027,3,PCA,-80.84984852637007
28686,20141027,3,PM2.5,3.3
28692,20141027,4,PCA,-80.91026520231844
28692,20141027,4,PM2.5,3.0
28698,20141027,5,PCA,-80.89654305428681
28698,20141027,5,PM2.5,3.9
28704,20141027,6,PCA,-81.34007280595111
28704,20141027,6,PM2.5,3.7
28710,20141027,7,PCA,-67.60662750378356
28710,20141027,7,PM2.5,8.2
28716,20141027,8,PCA,-63.10384768182207
28716,20141027,8,PM2.5,17.9
28722,20141027,9,PCA,-71.10973023237499
28722,20141027,9,PM2.5,16.0
28728,20141027,10,PCA,-81.97038684314187
28728,20141027,10,PM2.5,3.0
28734,20141027,11,PCA,-73.34529342332118
28734,20141027,11,PM2.5,14.8
28758,20141027,15,PCA,-42.18865802775629
28758,20141027,15,PM2.5,36.2
28764,20141027,16,PCA,-37.1162714400525
28764,20141027,16,PM2.5,48.9
28770,20141027,17,PCA,-32.369841731769064
28770,20141027,17,PM2.5,51.8
28776,20141027,18,PCA,-22.433304580949134
28776,20141027,18,PM2.5,47.7
28782,20141027,19,PCA,-17.51481171309119
28782,20141027,19,PM2.5,52.4
28788,20141027,20,PCA,-3.5832493138846297
28788,20141027,20,PM2.5,80.8
28794,20141027,21,PCA,-15.229127933550862
28794,20141027,21,PM2.5,71.6
28800,20141027,22,PCA,-16.840637570379677
28800,20141027,22,PM2.5,66.6
28806,20141027,23,PCA,-7.563949639922999
28806,20141027,23,PM2.5,59.6
28812,20141028,0,PCA,-2.718993045715366
28812,20141028,0,PM2.5,64.8
28818,20141028,1,PCA,1.4850641211169207
28818,20141028,1,PM2.5,70.5
28824,20141028,2,PCA,-4.086490406750399
28824,20141028,2,PM2.5,59.0
28830,20141028,3,PCA,-1.0674310228007042
28830,20141028,3,PM2.5,59.5
28836,20141028,4,PCA,-7.83167883680844
28836,20141028,4,PM2.5,48.6
28842,20141028,5,PCA,-7.380226992621511
28842,20141028,5,PM2.5,49.1
28848,20141028,6,PCA,-1.5653071236271465
28848,20141028,6,PM2.5,56.4
28854,20141028,7,PCA,-1.8048081397010056
28854,20141028,7,PM2.5,55.3
28860,20141028,8,PCA,2.7706093139865327
28860,20141028,8,PM2.5,60.0
28866,20141028,9,PCA,9.158949577899243
28866,20141028,9,PM2.5,68.0
28872,20141028,10,PCA,4.617667928669454
28872,20141028,10,PM2.5,56.1
28878,20141028,11,PCA,0.8619079172705587
28878,20141028,11,PM2.5,51.4
28884,20141028,12,PCA,2.3639887527986594
28884,20141028,12,PM2.5,54.4
28890,20141028,13,PCA,-3.1648794499264703
28890,20141028,13,PM2.5,50.2
28896,20141028,14,PCA,-0.4410678674518811
28896,20141028,14,PM2.5,53.2
28902,20141028,15,PCA,15.768546693040818
28902,20141028,15,PM2.5,71.1
28908,20141028,16,PCA,19.633891106480323
28908,20141028,16,PM2.5,74.1
28914,20141028,17,PCA,19.639712450259555
28914,20141028,17,PM2.5,72.6
28920,20141028,18,PCA,41.467996966780966
28920,20141028,18,PM2.5,95.3
28926,20141028,19,PCA,50.4451132589121
28926,20141028,19,PM2.5,102.2
28932,20141028,20,PCA,50.94549654914451
28932,20141028,20,PM2.5,104.4
28938,20141028,21,PCA,61.12216743487373
28938,20141028,21,PM2.5,120.5
28944,20141028,22,PCA,52.94777890035414
28944,20141028,22,PM2.5,108.4
28950,20141028,23,PCA,42.681781821389855
28950,20141028,23,PM2.5,92.8
28956,20141029,0,PCA,42.352094622070105
28956,20141029,0,PM2.5,91.5
28962,20141029,1,PCA,42.645539181478036
28962,20141029,1,PM2.5,92.0
28968,20141029,2,PCA,47.71277765325322
28968,20141029,2,PM2.5,96.8
28974,20141029,3,PCA,41.295010177270164
28974,20141029,3,PM2.5,86.5
28980,20141029,4,PCA,40.51945016882045
28980,20141029,4,PM2.5,84.2
28986,20141029,5,PCA,39.68085831334089
28986,20141029,5,PM2.5,80.9
28992,20141029,6,PCA,33.89215380191477
28992,20141029,6,PM2.5,72.5
28998,20141029,7,PCA,39.41450569982999
28998,20141029,7,PM2.5,78.6
29004,20141029,8,PCA,40.84217128041875
29004,20141029,8,PM2.5,79.9
29010,20141029,9,PCA,43.74420086216344
29010,20141029,9,PM2.5,83.8
29028,20141029,12,PCA,41.016760005760744
29028,20141029,12,PM2.5,76.9
29034,20141029,13,PCA,47.04589127886081
29034,20141029,13,PM2.5,82.4
29040,20141029,14,PCA,43.1178310937446
29040,20141029,14,PM2.5,77.0
29046,20141029,15,PCA,51.592058267923065
29046,20141029,15,PM2.5,86.2
29052,20141029,16,PCA,60.06628544210156
29052,20141029,16,PM2.5,95.4
29058,20141029,17,PCA,69.18138598528074
29058,20141029,17,PM2.5,103.1
29064,20141029,18,PCA,85.23046471768752
29064,20141029,18,PM2.5,119.1
29070,20141029,19,PCA,94.93429826314171
29070,20141029,19,PM2.5,126.1
29076,20141029,20,PCA,102.89886914892173
29076,20141029,20,PM2.5,140.6
29082,20141029,21,PCA,116.82106552741237
29082,20141029,21,PM2.5,163.5
29088,20141029,22,PCA,106.27975082573566
29088,20141029,22,PM2.5,145.8
29094,20141029,23,PCA,96.7161807489795
29094,20141029,23,PM2.5,127.6
29100,20141030,0,PCA,89.7486414913242
29100,20141030,0,PM2.5,117.6
29106,20141030,1,PCA,92.80695374626863
29106,20141030,1,PM2.5,123.3
29112,20141030,2,PCA,99.29417500029682
29112,20141030,2,PM2.5,134.3
29118,20141030,3,PCA,91.29041031063926
29118,20141030,3,PM2.5,120.8
29124,20141030,4,PCA,106.9866389176519
29124,20141030,4,PM2.5,140.9
29130,20141030,5,PCA,87.53870734994962
29130,20141030,5,PM2.5,110.3
29136,20141030,6,PCA,86.86453242219079
