,date,hour,type,丰台花园
2448,20140420,16,PCA,-40.160543071370945
2448,20140420,16,PM2.5,61.5
2454,20140420,17,PCA,-37.903555166337085
2454,20140420,17,PM2.5,56.0
2460,20140420,18,PCA,-41.75603506450267
2460,20140420,18,PM2.5,54.0
2466,20140420,19,PCA,-29.127630948738474
2466,20140420,19,PM2.5,63.0
2472,20140420,20,PCA,-18.902954713961662
2472,20140420,20,PM2.5,65.0
2478,20140420,21,PCA,-0.5178019885126529
2478,20140420,21,PM2.5,75.0
2622,20140422,5,PCA,98.41004262131146
2622,20140422,5,PM2.5,121.0
2628,20140422,6,PCA,55.1510179386279
2628,20140422,6,PM2.5,75.0
2634,20140422,7,PCA,46.62997220407279
2634,20140422,7,PM2.5,79.0
2640,20140422,8,PCA,29.38963032217452
2640,20140422,8,PM2.5,73.0
2646,20140422,9,PCA,7.54543136456698
2646,20140422,9,PM2.5,62.0
2652,20140422,10,PCA,-11.356171633038326
2652,20140422,10,PM2.5,45.0
2658,20140422,11,PCA,-23.638160800530716
2658,20140422,11,PM2.5,53.0
2664,20140422,12,PCA,-21.14288261931257
2664,20140422,12,PM2.5,66.0
2670,20140422,13,PCA,-10.852051360409632
2670,20140422,13,PM2.5,85.0
2676,20140422,14,PCA,-35.98896839468737
2676,20140422,14,PM2.5,57.0
2682,20140422,15,PCA,-33.32779164637173
2682,20140422,15,PM2.5,61.0
2688,20140422,16,PCA,-30.13016415090596
2688,20140422,16,PM2.5,61.5
2694,20140422,18,PCA,-26.932536655440188
2694,20140422,18,PM2.5,62.0
2700,20140422,19,PCA,-10.95124921895496
2700,20140422,19,PM2.5,74.0
2706,20140422,20,PCA,0.9053276193919969
2706,20140422,20,PM2.5,81.0
2712,20140422,21,PCA,14.284588909237918
2712,20140422,21,PM2.5,78.0
2718,20140422,22,PCA,-24.866788706481913
2718,20140422,22,PM2.5,43.0
2724,20140422,23,PCA,-9.642188570614172
2724,20140422,23,PM2.5,62.0
2730,20140423,0,PCA,2.5035174748079316
2730,20140423,0,PM2.5,82.0
2736,20140423,1,PCA,15.707698017939258
2736,20140423,1,PM2.5,95.0
2742,20140423,2,PCA,24.487345643440268
2742,20140423,2,PM2.5,94.0
2748,20140423,3,PCA,51.24373495944928
2748,20140423,3,PM2.5,109.0
2754,20140423,4,PCA,64.40153638854922
2754,20140423,4,PM2.5,124.0
2760,20140423,5,PCA,69.27174908453001
2760,20140423,5,PM2.5,121.0
2766,20140423,6,PCA,75.72771396277165
2766,20140423,6,PM2.5,123.0
2772,20140423,7,PCA,90.68237530775288
2772,20140423,7,PM2.5,135.0
2778,20140423,8,PCA,109.20475521265102
2778,20140423,8,PM2.5,154.0
2784,20140423,9,PCA,129.06569396675974
2784,20140423,9,PM2.5,167.0
2790,20140423,10,PCA,141.27199937194933
2790,20140423,10,PM2.5,174.0
2796,20140423,11,PCA,151.02876615203184
2796,20140423,11,PM2.5,183.0
2802,20140423,12,PCA,166.7136457830656
2802,20140423,12,PM2.5,196.0
2808,20140423,13,PCA,185.6874054063042
2808,20140423,13,PM2.5,214.0
2814,20140423,14,PCA,171.82411335553144
2814,20140423,14,PM2.5,194.0
2820,20140423,15,PCA,156.48162484546697
2820,20140423,15,PM2.5,178.0
2826,20140423,16,PCA,158.13783695975093
2826,20140423,16,PM2.5,181.0
2832,20140423,17,PCA,145.45808068982828
2832,20140423,17,PM2.5,172.0
2838,20140423,18,PCA,112.7637764334196
2838,20140423,18,PM2.5,140.0
2844,20140429,2,PCA,32.1257715809751
2844,20140429,2,PM2.5,93.4
2850,20140429,3,PCA,35.812056248144714
2850,20140429,3,PM2.5,95.3
2856,20140429,4,PCA,36.7025133361973
2856,20140429,4,PM2.5,94.8
2862,20140429,5,PCA,49.5184077670732
2862,20140429,5,PM2.5,104.9
2868,20140429,6,PCA,57.54487069325321
2868,20140429,6,PM2.5,114.0
2874,20140429,7,PCA,55.16587074368055
2874,20140429,7,PM2.5,112.0
2880,20140429,8,PCA,50.61728376401476
2880,20140429,8,PM2.5,106.0
2886,20140429,9,PCA,45.0729588429168
2886,20140429,9,PM2.5,102.6
2892,20140429,10,PCA,37.121353171819926
2892,20140429,10,PM2.5,94.4
2898,20140429,11,PCA,38.91237134333437
2898,20140429,11,PM2.5,104.1
2904,20140429,12,PCA,37.66544659057147
2904,20140429,12,PM2.5,107.2
2910,20140429,13,PCA,31.421955270114715
2910,20140429,13,PM2.5,109.1
2916,20140429,14,PCA,18.152140039663497
2916,20140429,14,PM2.5,100.6
2922,20140429,15,PCA,17.24418695215379
2922,20140429,15,PM2.5,100.5
2928,20140429,16,PCA,14.078139139602536
2928,20140429,16,PM2.5,98.2
2934,20140429,17,PCA,3.7193927801058027
2934,20140429,17,PM2.5,81.9
2940,20140429,18,PCA,14.697980092467157
2940,20140429,18,PM2.5,92.5
2946,20140429,19,PCA,16.16370231337719
2946,20140429,19,PM2.5,87.5
2952,20140429,20,PCA,42.24071966606113
2952,20140429,20,PM2.5,116.3
2958,20140429,21,PCA,54.702902954203125
2958,20140429,21,PM2.5,115.3
2964,20140429,22,PCA,62.7482582946648
2964,20140429,22,PM2.5,118.8
2970,20140429,23,PCA,68.64799439821626
2970,20140429,23,PM2.5,120.0
2976,20140430,0,PCA,72.23521146487907
2976,20140430,0,PM2.5,119.2
2982,20140430,1,PCA,67.50408914154718
2982,20140430,1,PM2.5,117.4
2988,20140430,2,PCA,75.41254760927502
2988,20140430,2,PM2.5,119.2
2994,20140430,3,PCA,83.61237745525824
2994,20140430,3,PM2.5,127.5
3000,20140430,4,PCA,80.39373707825902
3000,20140430,4,PM2.5,121.8
3006,20140430,5,PCA,79.14344848542865
3006,20140430,5,PM2.5,122.2
3012,20140430,6,PCA,75.10111461913552
3012,20140430,6,PM2.5,117.1
3018,20140430,7,PCA,84.77374670371816
3018,20140430,7,PM2.5,129.6
3024,20140430,8,PCA,107.35721110051152
3024,20140430,8,PM2.5,153.9
3030,20140430,9,PCA,100.97071755529227
3030,20140430,9,PM2.5,147.5
3036,20140430,10,PCA,111.89194230434484
3036,20140430,10,PM2.5,161.0
3042,20140430,11,PCA,97.59688622043805
3042,20140430,11,PM2.5,153.1
3048,20140430,12,PCA,61.247037695848746
3048,20140430,12,PM2.5,127.3
3054,20140430,13,PCA,36.530165616602105
3054,20140430,13,PM2.5,99.7
3060,20140430,14,PCA,40.4130406253591
3060,20140430,14,PM2.5,107.9
3066,20140430,15,PCA,29.91060899986465
3066,20140430,15,PM2.5,94.1
3072,20140430,16,PCA,30.25220541146705
3072,20140430,16,PM2.5,92.7
3078,20140430,17,PCA,28.72366404308868
3078,20140430,17,PM2.5,89.3
3084,20140430,18,PCA,35.42498324664603
3084,20140430,18,PM2.5,95.1
3090,20140430,19,PCA,35.36477396247174
3090,20140430,19,PM2.5,89.8
3096,20140430,20,PCA,46.71342000419082
3096,20140430,20,PM2.5,93.8
3102,20140430,21,PCA,55.82460999991255
3102,20140430,21,PM2.5,96.6
3108,20140430,22,PCA,64.75893581904435
3108,20140430,22,PM2.5,100.1
3114,20140430,23,PCA,66.19758565471832
3114,20140430,23,PM2.5,106.3
3120,20140501,0,PCA,75.7253425103775
3120,20140501,0,PM2.5,120.4
3126,20140501,1,PCA,76.9191685004331
3126,20140501,1,PM2.5,124.5
3132,20140501,2,PCA,81.09231381683601
3132,20140501,2,PM2.5,133.4
3138,20140501,3,PCA,83.92091781905894
3138,20140501,3,PM2.5,139.0
3144,20140501,4,PCA,95.9453772433902
3144,20140501,4,PM2.5,148.3
3150,20140501,5,PCA,100.68612734721891
3150,20140501,5,PM2.5,153.9
3156,20140501,6,PCA,111.59124743833002
3156,20140501,6,PM2.5,158.6
3162,20140501,7,PCA,125.48123007056391
3162,20140501,7,PM2.5,174.1
3168,20140501,8,PCA,120.24080346798644
3168,20140501,8,PM2.5,177.2
3174,20140501,9,PCA,125.0553064195912
3174,20140501,9,PM2.5,188.0
3180,20140501,10,PCA,127.11120958938773
3180,20140501,10,PM2.5,193.1
3186,20140501,11,PCA,115.89408320929711
3186,20140501,11,PM2.5,183.8
3192,20140501,12,PCA,107.95922136933964
3192,20140501,12,PM2.5,178.6
3198,20140501,13,PCA,105.18694982830328
3198,20140501,13,PM2.5,175.4
3204,20140501,14,PCA,112.44635744514966
3204,20140501,14,PM2.5,183.4
3210,20140501,15,PCA,119.67152991065979
3210,20140501,15,PM2.5,187.5
3216,20140501,16,PCA,123.60592096484535
3216,20140501,16,PM2.5,189.0
3222,20140501,17,PCA,111.76401898795716
3222,20140501,17,PM2.5,164.2
3228,20140501,18,PCA,96.25400078762632
3228,20140501,18,PM2.5,126.1
3234,20140501,19,PCA,74.15334023260843
3234,20140501,19,PM2.5,81.5
3240,20140501,20,PCA,72.20807841703775
3240,20140501,20,PM2.5,86.7
3246,20140501,21,PCA,60.83732726465981
3246,20140501,21,PM2.5,68.7
3252,20140501,22,PCA,39.46138407473412
3252,20140501,22,PM2.5,47.2
3258,20140501,23,PCA,20.513129688510777
3258,20140501,23,PM2.5,26.4
3264,20140502,0,PCA,26.17361576698405
3264,20140502,0,PM2.5,39.8
3270,20140502,1,PCA,19.767092776890316
3270,20140502,1,PM2.5,34.9
3276,20140502,2,PCA,8.286630183141696
3276,20140502,2,PM2.5,24.9
3282,20140502,3,PCA,8.047757756290705
3282,20140502,3,PM2.5,28.0
3288,20140502,4,PCA,-2.3551284875267386
3288,20140502,4,PM2.5,20.6
3294,20140502,5,PCA,-8.021057690904096
3294,20140502,5,PM2.5,20.2
3300,20140502,6,PCA,-16.90384676147626
3300,20140502,6,PM2.5,18.4
3306,20140502,7,PCA,-27.03389817440011
3306,20140502,7,PM2.5,15.4
3312,20140502,8,PCA,-28.420756855654542
3312,20140502,8,PM2.5,20.7
3318,20140502,9,PCA,-22.07678871093594
3318,20140502,9,PM2.5,37.1
3324,20140502,10,PCA,-30.390160183421422
3324,20140502,10,PM2.5,33.2
3330,20140502,11,PCA,-44.6019750615102
3330,20140502,11,PM2.5,20.3
3336,20140502,12,PCA,-52.33929645603656
3336,20140502,12,PM2.5,20.1
3342,20140502,13,PCA,-63.64625402692981
3342,20140502,13,PM2.5,14.8
3348,20140502,14,PCA,-78.93914420754767
3348,20140502,14,PM2.5,3.0
3354,20140502,15,PCA,-72.92457996604048
3354,20140502,15,PM2.5,17.0
3360,20140502,16,PCA,-68.03021223990943
3360,20140502,16,PM2.5,27.4
3366,20140502,17,PCA,-81.43199700583443
3366,20140502,17,PM2.5,9.0
3372,20140502,18,PCA,-68.6272919141191
3372,20140502,18,PM2.5,24.4
3378,20140502,19,PCA,-81.83457764018064
3378,20140502,19,PM2.5,7.5
3384,20140502,20,PCA,-77.24444909596183
3384,20140502,20,PM2.5,7.8
3390,20140502,21,PCA,-62.60979935995151
3390,20140502,21,PM2.5,21.5
3396,20140502,22,PCA,-66.06273191117614
3396,20140502,22,PM2.5,15.1
3402,20140502,23,PCA,-40.915404561258
3402,20140502,23,PM2.5,37.7
3408,20140503,0,PCA,-31.14887458008484
3408,20140503,0,PM2.5,50.1
3414,20140503,1,PCA,-27.07542899147619
3414,20140503,1,PM2.5,57.0
3420,20140503,2,PCA,-35.66696242884232
3420,20140503,2,PM2.5,43.2
3426,20140503,3,PCA,-12.558059056928856
3426,20140503,3,PM2.5,73.9
3432,20140503,4,PCA,-28.77796829838846
3432,20140503,4,PM2.5,50.2
3438,20140503,5,PCA,-23.939144062729316
3438,20140503,5,PM2.5,56.1
3444,20140503,6,PCA,-31.47099304119102
3444,20140503,6,PM2.5,43.1
3450,20140503,7,PCA,-23.37795919497674
3450,20140503,7,PM2.5,53.1
3456,20140503,8,PCA,-25.247149201125687
3456,20140503,8,PM2.5,51.9
3462,20140503,9,PCA,-18.990120559686453
3462,20140503,9,PM2.5,60.9
3468,20140503,10,PCA,-21.679855358602513
3468,20140503,10,PM2.5,69.9
3474,20140503,11,PCA,-29.623505673533234
3474,20140503,11,PM2.5,65.8
3480,20140503,12,PCA,-25.36211579862911
3480,20140503,12,PM2.5,74.5
3486,20140503,13,PCA,-27.24903280254628
3486,20140503,13,PM2.5,69.1
3492,20140503,14,PCA,-32.656621698864015
3492,20140503,14,PM2.5,57.2
3498,20140503,15,PCA,-46.83587215507108
3498,20140503,15,PM2.5,35.2
3504,20140503,16,PCA,-46.79518905213856
3504,20140503,16,PM2.5,36.7
3510,20140503,17,PCA,-38.827287847891505
3510,20140503,17,PM2.5,49.1
3516,20140503,18,PCA,-30.28827048502063
3516,20140503,18,PM2.5,55.4
3522,20140503,19,PCA,-7.4994077614617884
3522,20140503,19,PM2.5,76.8
3528,20140503,20,PCA,-16.168913580383254
3528,20140503,20,PM2.5,57.8
3534,20140503,21,PCA,-30.80293446038539
3534,20140503,21,PM2.5,34.3
3540,20140503,22,PCA,-26.861399962932897
3540,20140503,22,PM2.5,38.4
3546,20140503,23,PCA,-23.533093398894334
3546,20140503,23,PM2.5,41.8
3552,20140504,0,PCA,-22.909117454750934
3552,20140504,0,PM2.5,39.2
3558,20140504,1,PCA,-23.55123416389734
3558,20140504,1,PM2.5,39.1
3564,20140504,2,PCA,-25.849189421985415
3564,20140504,2,PM2.5,36.5
3570,20140504,3,PCA,-31.381990167877735
3570,20140504,3,PM2.5,29.5
3576,20140504,4,PCA,-34.450503163889124
3576,20140504,4,PM2.5,26.7
3582,20140504,5,PCA,-27.7708208775937
3582,20140504,5,PM2.5,42.8
3588,20140504,6,PCA,-24.214942220917905
3588,20140504,6,PM2.5,44.0
3594,20140504,7,PCA,-30.43336317610794
3594,20140504,7,PM2.5,37.0
3600,20140504,8,PCA,-24.867901187941566
3600,20140504,8,PM2.5,47.0
3606,20140504,9,PCA,-36.91922429424923
3606,20140504,9,PM2.5,34.3
3612,20140504,10,PCA,-41.13209242935487
3612,20140504,10,PM2.5,33.9
3618,20140504,11,PCA,-42.676916854466086
3618,20140504,11,PM2.5,35.5
3624,20140504,12,PCA,-41.95852176879027
3624,20140504,12,PM2.5,39.1
3630,20140504,13,PCA,-48.44877281453453
3630,20140504,13,PM2.5,32.0
3636,20140504,14,PCA,-52.989605926885424
3636,20140504,14,PM2.5,20.05
3642,20140504,15,PCA,-62.90546223876516
3642,20140504,15,PM2.5,8.1
3648,20140504,16,PCA,-57.81071705637294
3648,20140504,16,PM2.5,13.3
3654,20140504,17,PCA,-50.15341590993688
3654,20140504,17,PM2.5,25.1
3660,20140504,18,PCA,-57.772339541332265
3660,20140504,18,PM2.5,18.1
3666,20140504,19,PCA,-67.06427614362084
3666,20140504,19,PM2.5,17.1
3672,20140504,20,PCA,-60.28724516215043
3672,20140504,20,PM2.5,19.3
3678,20140504,21,PCA,-45.992325556173284
3678,20140504,21,PM2.5,30.2
3684,20140504,22,PCA,-47.935081412377535
3684,20140504,22,PM2.5,29.3
3690,20140504,23,PCA,-38.64705508319984
3690,20140504,23,PM2.5,41.3
3696,20140505,0,PCA,-33.47085374040725
3696,20140505,0,PM2.5,47.8
3702,20140505,1,PCA,-28.229407929998235
3702,20140505,1,PM2.5,55.4
3708,20140505,2,PCA,-32.81753330580525
3708,20140505,2,PM2.5,49.1
3714,20140505,3,PCA,-32.55786355614053
3714,20140505,3,PM2.5,47.5
3720,20140505,4,PCA,-42.443282974713114
3720,20140505,4,PM2.5,34.4
3726,20140505,5,PCA,-52.328702393285695
3726,20140505,5,PM2.5,21.3
3732,20140505,6,PCA,-51.392179113881895
3732,20140505,6,PM2.5,23.4
3738,20140505,7,PCA,-53.731325552995635
3738,20140505,7,PM2.5,20.1
3744,20140505,8,PCA,-41.629178508296654
3744,20140505,8,PM2.5,46.4
3750,20140505,9,PCA,-68.11877322891384
3750,20140505,9,PM2.5,20.4
3756,20140505,10,PCA,-70.19585880942485
3756,20140505,10,PM2.5,22.2
3762,20140505,11,PCA,-75.07367216213788
3762,20140505,11,PM2.5,19.5
3768,20140505,12,PCA,-74.22404748880386
3768,20140505,12,PM2.5,21.5
3774,20140505,13,PCA,-79.44550749866565
3774,20140505,13,PM2.5,17.1
3780,20140505,14,PCA,-82.29366700268945
3780,20140505,14,PM2.5,14.3
3786,20140505,15,PCA,-78.47999162049018
3786,20140505,15,PM2.5,21.4
3792,20140505,16,PCA,-71.78416297196037
3792,20140505,16,PM2.5,31.9
3798,20140505,17,PCA,-75.64728775254794
3798,20140505,17,PM2.5,27.2
3804,20140505,18,PCA,-72.71458502892003
3804,20140505,18,PM2.5,27.7
3810,20140505,19,PCA,-69.65116897941932
3810,20140505,19,PM2.5,25.3
3816,20140505,20,PCA,-52.26132495937286
3816,20140505,20,PM2.5,41.0
3822,20140505,21,PCA,-34.501594377374175
3822,20140505,21,PM2.5,49.5
3828,20140505,22,PCA,-36.23770606084308
3828,20140505,22,PM2.5,42.0
3834,20140505,23,PCA,-41.55255381299558
3834,20140505,23,PM2.5,47.2
3840,20140506,0,PCA,-39.23198340288611
3840,20140506,0,PM2.5,56.4
3846,20140506,1,PCA,-39.75812681166967
3846,20140506,1,PM2.5,56.3
3852,20140506,2,PCA,-32.78672600329671
3852,20140506,2,PM2.5,58.1
3858,20140506,3,PCA,-25.458021179419003
3858,20140506,3,PM2.5,61.5
3864,20140506,4,PCA,-23.02562832148207
3864,20140506,4,PM2.5,67.3
3870,20140506,5,PCA,-15.206721451447901
3870,20140506,5,PM2.5,70.6
3876,20140506,6,PCA,-11.627891439906255
3876,20140506,6,PM2.5,72.7
3882,20140506,7,PCA,-12.784754398210712
3882,20140506,7,PM2.5,70.7
3888,20140506,8,PCA,-9.52502627152125
3888,20140506,8,PM2.5,73.7
3894,20140506,9,PCA,-14.156659858043467
3894,20140506,9,PM2.5,72.9
3900,20140506,10,PCA,-14.9803525496465
3900,20140506,10,PM2.5,77.1
3906,20140506,11,PCA,-13.46712558335688
3906,20140506,11,PM2.5,79.5
3912,20140506,12,PCA,-6.009972493121813
3912,20140506,12,PM2.5,88.3
3918,20140506,13,PCA,-0.024023949948185557
3918,20140506,13,PM2.5,97.9
3924,20140506,14,PCA,8.377098663701613
3924,20140506,14,PM2.5,108.7
3930,20140506,15,PCA,9.283733112931134
3930,20140506,15,PM2.5,111.7
3936,20140506,16,PCA,0.5892075380569551
3936,20140506,16,PM2.5,100.4
3942,20140506,17,PCA,13.44245417985954
3942,20140506,17,PM2.5,117.2
3948,20140506,18,PCA,18.423489170225906
3948,20140506,18,PM2.5,113.4
3954,20140506,19,PCA,26.51515747252397
3954,20140506,19,PM2.5,114.2
3960,20140506,20,PCA,38.04103825217
3960,20140506,20,PM2.5,115.5
3966,20140506,21,PCA,42.12318196374921
3966,20140506,21,PM2.5,117.9
3972,20140506,22,PCA,57.3597464979989
3972,20140506,22,PM2.5,127.7
3978,20140506,23,PCA,76.15103701988762
3978,20140506,23,PM2.5,136.0
3984,20140507,0,PCA,77.43699315645034
3984,20140507,0,PM2.5,136.6
3990,20140507,1,PCA,81.97082575280578
3990,20140507,1,PM2.5,137.2
3996,20140507,2,PCA,90.92843364703076
3996,20140507,2,PM2.5,146.3
4002,20140507,3,PCA,96.26608640498897
4002,20140507,3,PM2.5,152.5
4008,20140507,4,PCA,99.3960196886837
4008,20140507,4,PM2.5,151.6
4014,20140507,5,PCA,102.52184267908467
4014,20140507,5,PM2.5,151.5
4020,20140507,6,PCA,105.9638893285744
4020,20140507,6,PM2.5,151.8
4026,20140507,7,PCA,108.29781095066045
4026,20140507,7,PM2.5,151.2
4032,20140507,8,PCA,96.30708851835693
4032,20140507,8,PM2.5,138.3
4038,20140507,9,PCA,57.91683153441807
4038,20140507,9,PM2.5,97.1
4044,20140507,10,PCA,17.655776692090743
4044,20140507,10,PM2.5,52.9
4050,20140507,11,PCA,14.199080958236046
4050,20140507,11,PM2.5,52.0
4056,20140507,12,PCA,2.8061888804058346
4056,20140507,12,PM2.5,40.8
4062,20140507,13,PCA,-5.314782000418408
4062,20140507,13,PM2.5,36.5
4068,20140507,14,PCA,-0.50677716084305
4068,20140507,14,PM2.5,45.3
4074,20140507,15,PCA,-11.353157223587342
4074,20140507,15,PM2.5,34.0
4080,20140507,16,PCA,-23.583178657307933
4080,20140507,16,PM2.5,17.6
4086,20140507,17,PCA,-28.41953171177172
4086,20140507,17,PM2.5,15.3
4092,20140507,18,PCA,-26.051609948983977
4092,20140507,18,PM2.5,21.1
4098,20140507,19,PCA,-32.35432159781625
4098,20140507,19,PM2.5,13.9
4104,20140507,20,PCA,-30.09109475491917
4104,20140507,20,PM2.5,17.8
4110,20140507,21,PCA,-24.530645667810408
4110,20140507,21,PM2.5,19.5
4116,20140507,22,PCA,-32.941140355044254
4116,20140507,22,PM2.5,24.9
4122,20140507,23,PCA,-36.58991083277138
4122,20140507,23,PM2.5,24.0
4128,20140508,0,PCA,-7.0280799143724
4128,20140508,0,PM2.5,59.3
4134,20140508,1,PCA,26.142284087055963
4134,20140508,1,PM2.5,108.9
4140,20140508,2,PCA,49.30342432586051
4140,20140508,2,PM2.5,139.8
4146,20140508,3,PCA,48.98821371580359
4146,20140508,3,PM2.5,126.4
4152,20140508,4,PCA,59.231110907216845
4152,20140508,4,PM2.5,140.2
4158,20140508,5,PCA,43.8670855821294
4158,20140508,5,PM2.5,120.5
4164,20140508,6,PCA,58.64180766377079
4164,20140508,6,PM2.5,140.3
4170,20140508,7,PCA,41.989334507405474
4170,20140508,7,PM2.5,125.9
4176,20140508,8,PCA,38.5438113577902
4176,20140508,8,PM2.5,132.2
4182,20140508,9,PCA,11.43487030372408
4182,20140508,9,PM2.5,104.4
4188,20140508,10,PCA,-6.439322679944804
4188,20140508,10,PM2.5,83.4
4194,20140508,11,PCA,66.5393621571455
4194,20140508,11,PM2.5,189.1
4200,20140508,12,PCA,-5.0742267288107294
4200,20140508,12,PM2.5,86.6
4206,20140508,13,PCA,-13.5034510854253
4206,20140508,13,PM2.5,74.1
4212,20140508,14,PCA,-17.793501421325374
4212,20140508,14,PM2.5,66.8
4218,20140508,15,PCA,2.069699616170615
4218,20140508,15,PM2.5,90.6
4224,20140508,16,PCA,9.863221333557753
4224,20140508,16,PM2.5,98.9
4230,20140508,17,PCA,-1.498411638131357
4230,20140508,17,PM2.5,81.7
4236,20140508,18,PCA,0.9941433248035452
4236,20140508,18,PM2.5,80.1
4242,20140508,19,PCA,-2.315427389173568
4242,20140508,19,PM2.5,71.7
4248,20140508,20,PCA,13.717661071486093
4248,20140508,20,PM2.5,76.9
4254,20140508,21,PCA,26.351217266983426
4254,20140508,21,PM2.5,78.0
4260,20140508,22,PCA,17.32160069337157
4260,20140508,22,PM2.5,67.4
4266,20140508,23,PCA,23.288696252930585
4266,20140508,23,PM2.5,72.3
4272,20140509,0,PCA,24.697559949274478
4272,20140509,0,PM2.5,73.0
4278,20140509,1,PCA,40.684516793130804
4278,20140509,1,PM2.5,82.7
4284,20140509,2,PCA,36.21265274204314
4284,20140509,2,PM2.5,85.5
4290,20140509,3,PCA,35.2345467450237
4290,20140509,3,PM2.5,87.1
4296,20140509,4,PCA,24.39154130455688
4296,20140509,4,PM2.5,79.4
4302,20140509,5,PCA,10.738084085441615
4302,20140509,5,PM2.5,64.2
4308,20140509,6,PCA,15.902335873065589
4308,20140509,6,PM2.5,74.9
4314,20140509,7,PCA,30.984700789157856
4314,20140509,7,PM2.5,85.8
4320,20140509,8,PCA,43.8783047106774
4320,20140509,8,PM2.5,101.4
4326,20140509,9,PCA,47.96119440960088
4326,20140509,9,PM2.5,107.7
4332,20140509,10,PCA,41.51437345867126
4332,20140509,10,PM2.5,104.1
4350,20140509,13,PCA,-6.969302436652055
4350,20140509,13,PM2.5,56.4
4356,20140509,14,PCA,-2.4445996489774915
4356,20140509,14,PM2.5,69.9
4362,20140509,15,PCA,3.3207940625970775
4362,20140509,15,PM2.5,73.7
4368,20140509,16,PCA,16.210314473482892
4368,20140509,16,PM2.5,81.6
4374,20140509,17,PCA,-3.1804486241369814
4374,20140509,17,PM2.5,66.8
4380,20140509,18,PCA,-36.59519165195759
4380,20140509,18,PM2.5,37.2
4386,20140509,19,PCA,-34.87866912555633
4386,20140509,19,PM2.5,37.9
4392,20140509,20,PCA,-32.807740653740105
4392,20140509,20,PM2.5,44.2
4398,20140509,21,PCA,-26.435957977161138
4398,20140509,21,PM2.5,47.2
4404,20140509,22,PCA,-22.17811803685301
4404,20140509,22,PM2.5,51.5
4410,20140509,23,PCA,-17.005571697556775
4410,20140509,23,PM2.5,60.1
4416,20140510,0,PCA,-21.38199212669127
4416,20140510,0,PM2.5,54.2
4422,20140510,1,PCA,-20.831092631588398
4422,20140510,1,PM2.5,56.9
4428,20140510,2,PCA,-26.92971612033694
4428,20140510,2,PM2.5,47.7
4434,20140510,3,PCA,-27.181715708079157
4434,20140510,3,PM2.5,46.1
4440,20140510,4,PCA,-27.51761959975729
4440,20140510,4,PM2.5,44.6
4446,20140510,5,PCA,-31.184584022480546
4446,20140510,5,PM2.5,43.9
4452,20140510,6,PCA,-33.8573606136465
4452,20140510,6,PM2.5,40.4
4458,20140510,7,PCA,-27.29831325082584
4458,20140510,7,PM2.5,51.6
4464,20140510,8,PCA,-30.752805075423858
4464,20140510,8,PM2.5,50.7
4470,20140510,9,PCA,-28.675345478363088
4470,20140510,9,PM2.5,57.2
4476,20140510,10,PCA,-33.54979129690537
4476,20140510,10,PM2.5,52.7
4482,20140510,11,PCA,-28.233151911274575
4482,20140510,11,PM2.5,61.5
4488,20140510,12,PCA,-28.256076009199585
4488,20140510,12,PM2.5,62.8
4494,20140510,13,PCA,-21.523131215613308
4494,20140510,13,PM2.5,69.8
4500,20140510,14,PCA,-19.782004647593624
4500,20140510,14,PM2.5,70.0
4506,20140510,15,PCA,-23.68137102254569
4506,20140510,15,PM2.5,70.8
4512,20140510,16,PCA,-30.27865638799926
4512,20140510,16,PM2.5,64.8
4518,20140510,17,PCA,-25.105263825698525
4518,20140510,17,PM2.5,67.8
