,date,hour,type,永定门内
42372,20150131,6,PM2.5,12.4
42378,20150131,7,PCA,-90.40991882754473
42378,20150131,7,PM2.5,9.1
42384,20150131,8,PCA,-80.8554116754181
42384,20150131,8,PM2.5,10.4
42390,20150131,9,PCA,-79.59177707327137
42390,20150131,9,PM2.5,12.0
42396,20150131,10,PCA,-88.18274054952147
42396,20150131,10,PM2.5,15.1
42402,20150131,11,PCA,-95.06371912838874
42402,20150131,11,PM2.5,14.0
42408,20150131,12,PCA,-89.44014649475783
42408,20150131,12,PM2.5,21.3
42414,20150131,13,PCA,-86.99566353797643
42414,20150131,13,PM2.5,24.6
42420,20150131,14,PCA,-86.43496210409566
42420,20150131,14,PM2.5,27.8
42426,20150131,15,PCA,-88.3609761823418
42426,20150131,15,PM2.5,25.7
42432,20150131,16,PCA,-87.5071566504678
42432,20150131,16,PM2.5,23.9
42438,20150131,17,PCA,-75.1395528145959
42438,20150131,17,PM2.5,27.4
42444,20150131,18,PCA,-64.6808993626187
42444,20150131,18,PM2.5,44.5
42450,20150131,19,PCA,-39.65764316038003
42450,20150131,19,PM2.5,70.8
42456,20150131,20,PCA,-24.237723134541667
42456,20150131,20,PM2.5,85.2
42462,20150131,21,PCA,0.024038723692065597
42462,20150131,21,PM2.5,112.9
42468,20150131,22,PCA,13.427702713231696
42468,20150131,22,PM2.5,125.2
42474,20150131,23,PCA,34.96085896627319
42474,20150131,23,PM2.5,146.4
42480,20150201,0,PCA,49.26764528473121
42480,20150201,0,PM2.5,159.7
42486,20150201,1,PCA,68.33303232157839
42486,20150201,1,PM2.5,181.0
42492,20150201,2,PCA,46.392913872346256
42492,20150201,2,PM2.5,147.3
42498,20150201,3,PCA,36.649191646822274
42498,20150201,3,PM2.5,123.1
42504,20150201,4,PCA,43.89842240180865
42504,20150201,4,PM2.5,126.2
42510,20150201,5,PCA,24.526074084025844
42510,20150201,5,PM2.5,101.9
42516,20150201,6,PCA,-11.150664878536379
42516,20150201,6,PM2.5,50.9
42522,20150201,7,PCA,-18.581428087414867
42522,20150201,7,PM2.5,39.4
42528,20150201,8,PCA,-6.848295560075467
42528,20150201,8,PM2.5,54.6
42534,20150201,9,PCA,-3.8961274291331502
42534,20150201,9,PM2.5,52.9
42540,20150201,10,PCA,-2.6929673799555145
42540,20150201,10,PM2.5,55.9
42546,20150201,11,PCA,-2.8429831307677844
42546,20150201,11,PM2.5,55.7
42552,20150201,12,PCA,-15.384352210926428
42552,20150201,12,PM2.5,39.3
42558,20150201,13,PCA,-16.88384281195666
42558,20150201,13,PM2.5,37.7
42564,20150201,14,PCA,-10.845122799030934
42564,20150201,14,PM2.5,42.6
42570,20150201,15,PCA,1.441045169190607
42570,20150201,15,PM2.5,56.5
42576,20150201,16,PCA,29.421644865641138
42576,20150201,16,PM2.5,89.9
42582,20150201,17,PCA,64.74731248182954
42582,20150201,17,PM2.5,127.0
42588,20150201,18,PCA,82.90034211547162
42588,20150201,18,PM2.5,141.7
42594,20150201,19,PCA,72.33707922838217
42594,20150201,19,PM2.5,125.4
42600,20150201,20,PCA,83.30290377400765
42600,20150201,20,PM2.5,137.1
42606,20150201,21,PCA,109.46051446406346
42606,20150201,21,PM2.5,170.6
42612,20150201,22,PCA,120.92160372915444
42612,20150201,22,PM2.5,184.3
42618,20150201,23,PCA,118.53136818658679
42618,20150201,23,PM2.5,179.5
42624,20150202,0,PCA,132.11175164275056
42624,20150202,0,PM2.5,198.7
42630,20150202,1,PCA,140.7227707166377
42630,20150202,1,PM2.5,209.4
42636,20150202,2,PCA,176.90815347894093
42636,20150202,2,PM2.5,254.8
42642,20150202,3,PCA,166.52905903549134
42642,20150202,3,PM2.5,239.8
42648,20150202,4,PCA,165.95322563666923
42648,20150202,4,PM2.5,228.7
42654,20150202,5,PCA,194.26239416176762
42654,20150202,5,PM2.5,255.5
42660,20150202,6,PCA,176.08227656802336
42660,20150202,6,PM2.5,223.7
42666,20150202,7,PCA,102.39763841664197
42666,20150202,7,PM2.5,122.5
42672,20150202,8,PCA,77.28419998492953
42672,20150202,8,PM2.5,85.6
42678,20150202,9,PCA,78.12605950718734
42678,20150202,9,PM2.5,84.3
42684,20150202,10,PCA,84.26303776019368
42684,20150202,10,PM2.5,91.9
42690,20150202,11,PCA,94.8649863545755
42690,20150202,11,PM2.5,104.9
42696,20150202,12,PCA,111.15520250359346
42696,20150202,12,PM2.5,121.5
42702,20150202,13,PCA,132.78547371360568
42702,20150202,13,PM2.5,141.8
42708,20150202,14,PCA,148.46716804475562
42708,20150202,14,PM2.5,154.9
42714,20150202,15,PCA,170.40364430760968
42714,20150202,15,PM2.5,176.4
42720,20150202,16,PCA,168.02516161519003
42720,20150202,16,PM2.5,169.0
42726,20150202,17,PCA,155.8762197767552
42726,20150202,17,PM2.5,157.9
42732,20150202,18,PCA,151.46553052742985
42732,20150202,18,PM2.5,151.9
42738,20150202,19,PCA,156.97441210732939
42738,20150202,19,PM2.5,155.9
42744,20150202,20,PCA,168.52576161476924
42744,20150202,20,PM2.5,171.7
42750,20150202,21,PCA,151.93441309338746
42750,20150202,21,PM2.5,160.1
42756,20150202,22,PCA,132.6049451004749
42756,20150202,22,PM2.5,142.8
42762,20150202,23,PCA,129.11536763602902
42762,20150202,23,PM2.5,137.3
42768,20150203,0,PCA,119.9525268268387
42768,20150203,0,PM2.5,125.9
42774,20150203,1,PCA,101.33935411457213
42774,20150203,1,PM2.5,101.8
42780,20150203,2,PCA,95.3907916177832
42780,20150203,2,PM2.5,98.7
42786,20150203,3,PCA,104.85620166612715
42786,20150203,3,PM2.5,117.8
42792,20150203,4,PCA,108.24416662131553
42792,20150203,4,PM2.5,129.1
42798,20150203,5,PCA,120.27595110827258
42798,20150203,5,PM2.5,151.9
42804,20150203,6,PCA,143.9536834347519
42804,20150203,6,PM2.5,187.0
42810,20150203,7,PCA,152.49170841482464
42810,20150203,7,PM2.5,193.9
42816,20150203,8,PCA,156.72687052037958
42816,20150203,8,PM2.5,194.0
42822,20150203,9,PCA,172.80724657734197
42822,20150203,9,PM2.5,209.8
42828,20150203,10,PCA,180.9279843044036
42828,20150203,10,PM2.5,209.6
42834,20150203,11,PCA,210.48299790567742
42834,20150203,11,PM2.5,239.6
42840,20150203,12,PCA,223.27594201615395
42840,20150203,12,PM2.5,251.6
42846,20150203,13,PCA,147.5579194763166
42846,20150203,13,PM2.5,157.9
42852,20150203,14,PCA,65.6897017053391
42852,20150203,14,PM2.5,70.1
42858,20150203,15,PCA,56.69089182503685
42858,20150203,15,PM2.5,62.1
42864,20150203,16,PCA,54.96344823442602
42864,20150203,16,PM2.5,62.8
42870,20150203,17,PCA,39.2309501118928
42870,20150203,17,PM2.5,47.4
42876,20150203,18,PCA,23.54173050680611
42876,20150203,18,PM2.5,28.8
42882,20150203,19,PCA,12.876206283331031
42882,20150203,19,PM2.5,15.0
42888,20150203,20,PCA,1.1583046054427564
42888,20150203,20,PM2.5,12.8
42894,20150203,21,PCA,-5.21416248631668
42894,20150203,21,PM2.5,12.9
42900,20150203,22,PCA,-8.433033570345719
42900,20150203,22,PM2.5,15.5
42906,20150203,23,PCA,-15.851310420508376
42906,20150203,23,PM2.5,13.6
42912,20150204,0,PCA,-20.965327357726228
42912,20150204,0,PM2.5,14.0
42918,20150204,1,PCA,-23.628178243512416
42918,20150204,1,PM2.5,14.5
42924,20150204,2,PCA,-26.040485584051858
42924,20150204,2,PM2.5,12.3
42930,20150204,3,PCA,-31.116798135306677
42930,20150204,3,PM2.5,9.0
42936,20150204,4,PCA,-37.01383394121507
42936,20150204,4,PM2.5,10.0
42942,20150204,5,PCA,-42.52726800313224
42942,20150204,5,PM2.5,10.15
42948,20150204,6,PCA,-48.04070206504941
42948,20150204,6,PM2.5,10.3
42954,20150204,7,PCA,-49.06613547062576
42954,20150204,7,PM2.5,9.1
42960,20150204,8,PCA,-51.53453391882389
42960,20150204,8,PM2.5,11.1
42966,20150204,9,PCA,-55.82735556009647
42966,20150204,9,PM2.5,10.3
42972,20150204,10,PCA,-61.47328734076027
42972,20150204,10,PM2.5,16.6
42978,20150204,11,PCA,-79.59739397446207
42978,20150204,11,PM2.5,11.1
42984,20150204,12,PCA,-94.24463785049346
42984,20150204,12,PM2.5,7.4
42990,20150204,13,PCA,-101.18255384137143
42990,20150204,13,PM2.5,8.4
42996,20150204,14,PCA,-100.7789334331349
42996,20150204,14,PM2.5,10.6
43002,20150204,15,PCA,-101.38429540303086
43002,20150204,15,PM2.5,12.5
43008,20150204,16,PCA,-107.16547074438749
43008,20150204,16,PM2.5,4.8
43014,20150204,17,PCA,-103.75591194647005
43014,20150204,17,PM2.5,8.1
43020,20150204,18,PCA,-98.5774193158727
43020,20150204,18,PM2.5,11.2
43026,20150204,19,PCA,-94.69074749657631
43026,20150204,19,PM2.5,10.7
43032,20150204,20,PCA,-96.37623254893708
43032,20150204,20,PM2.5,6.7
43038,20150204,21,PCA,-94.06431329627789
43038,20150204,21,PM2.5,11.6
43044,20150204,22,PCA,-97.25284870325333
43044,20150204,22,PM2.5,6.7
43050,20150204,23,PCA,-98.27848866212787
43050,20150204,23,PM2.5,6.8
43056,20150205,0,PCA,-96.39811919926724
43056,20150205,0,PM2.5,10.4
43062,20150205,1,PCA,-99.10980630081204
43062,20150205,1,PM2.5,10.0
43068,20150205,2,PCA,-93.58703984584939
43068,20150205,2,PM2.5,13.5
43074,20150205,3,PCA,-93.19694101257218
43074,20150205,3,PM2.5,11.9
43080,20150205,4,PCA,-98.16627081096452
43080,20150205,4,PM2.5,8.5
43086,20150205,5,PCA,-101.54812599554958
43086,20150205,5,PM2.5,5.9
43092,20150205,6,PCA,-94.14953531047387
43092,20150205,6,PM2.5,8.9
43098,20150205,7,PCA,-81.4637312370782
43098,20150205,7,PM2.5,12.0
43104,20150205,8,PCA,-72.83784378865947
43104,20150205,8,PM2.5,14.9
43110,20150205,9,PCA,-69.40507272271576
43110,20150205,9,PM2.5,20.7
43116,20150205,10,PCA,-66.3116610268675
43116,20150205,10,PM2.5,28.4
43122,20150205,11,PCA,-32.73040671019761
43122,20150205,11,PM2.5,70.7
43128,20150205,12,PCA,-66.33147259609036
43128,20150205,12,PM2.5,38.7
43134,20150205,13,PCA,-68.40843106481547
43134,20150205,13,PM2.5,40.2
43140,20150205,14,PCA,-71.39215575425406
43140,20150205,14,PM2.5,37.5
43146,20150205,15,PCA,-73.09958051345767
43146,20150205,15,PM2.5,35.5
43152,20150205,16,PCA,-68.87810743751771
43152,20150205,16,PM2.5,40.8
43158,20150205,17,PCA,-65.06953861401483
43158,20150205,17,PM2.5,43.7
43164,20150205,18,PCA,-57.51264029406021
43164,20150205,18,PM2.5,49.5
43170,20150205,19,PCA,-46.165504314009674
43170,20150205,19,PM2.5,58.4
43176,20150205,20,PCA,-29.854244370821867
43176,20150205,20,PM2.5,73.4
43182,20150205,21,PCA,-25.623993650377944
43182,20150205,21,PM2.5,69.5
43188,20150205,22,PCA,-9.393855882207802
43188,20150205,22,PM2.5,83.4
43194,20150205,23,PCA,-8.276383747906225
43194,20150205,23,PM2.5,84.9
43200,20150206,0,PCA,-8.965179789349486
43200,20150206,0,PM2.5,81.6
43206,20150206,1,PCA,-5.045638863775624
43206,20150206,1,PM2.5,85.3
43212,20150206,2,PCA,-1.702442514975349
43212,20150206,2,PM2.5,87.6
43218,20150206,3,PCA,-1.098681120525699
43218,20150206,3,PM2.5,86.9
43224,20150206,4,PCA,20.989951813069375
43224,20150206,4,PM2.5,114.8
43230,20150206,5,PCA,35.8734383340287
43230,20150206,5,PM2.5,128.6
43236,20150206,6,PCA,52.458029738119194
43236,20150206,6,PM2.5,142.2
43242,20150206,7,PCA,61.570889249093504
43242,20150206,7,PM2.5,141.85
43248,20150206,8,PCA,70.68374876006783
43248,20150206,8,PM2.5,141.5
43254,20150206,9,PCA,69.50886696219042
43254,20150206,9,PM2.5,133.0
43260,20150206,10,PCA,36.004787389423335
43260,20150206,10,PM2.5,92.8
43266,20150206,11,PCA,3.5402065184324427
43266,20150206,11,PM2.5,55.7
43272,20150206,12,PCA,-2.9079016725052464
43272,20150206,12,PM2.5,46.5
43278,20150206,13,PCA,2.0986458864636153
43278,20150206,13,PM2.5,56.2
43284,20150206,14,PCA,7.138410832864221
43284,20150206,14,PM2.5,62.3
43290,20150206,15,PCA,31.72523753999375
43290,20150206,15,PM2.5,85.8
43296,20150206,16,PCA,74.65333506733333
43296,20150206,16,PM2.5,140.7
43302,20150206,17,PCA,41.94592997018931
43302,20150206,17,PM2.5,99.7
43308,20150206,18,PCA,54.83898068433702
43308,20150206,18,PM2.5,121.1
43314,20150206,19,PCA,66.73781459495565
43314,20150206,19,PM2.5,122.8
43320,20150206,20,PCA,74.78415947349602
43320,20150206,20,PM2.5,124.9
43326,20150206,21,PCA,79.2631326757872
43326,20150206,21,PM2.5,126.7
43332,20150206,22,PCA,96.44356804128728
43332,20150206,22,PM2.5,145.4
43338,20150206,23,PCA,98.18068633946926
43338,20150206,23,PM2.5,145.1
43344,20150207,0,PCA,73.77693834481822
43344,20150207,0,PM2.5,115.2
43350,20150207,1,PCA,20.422456338981874
43350,20150207,1,PM2.5,52.0
43356,20150207,2,PCA,-8.756822661986421
43356,20150207,2,PM2.5,30.5
43362,20150207,3,PCA,-7.383486199864144
43362,20150207,3,PM2.5,41.0
43368,20150207,4,PCA,-30.610273640756972
43368,20150207,4,PM2.5,19.2
43374,20150207,5,PCA,-42.227747222676136
43374,20150207,5,PM2.5,6.8
43380,20150207,6,PCA,-44.819879397358825
43380,20150207,6,PM2.5,4.7
43386,20150207,7,PCA,-34.85148998134267
43386,20150207,7,PM2.5,19.6
43392,20150207,8,PCA,-29.918071640938198
43392,20150207,8,PM2.5,30.2
43398,20150207,9,PCA,-37.31436982356188
43398,20150207,9,PM2.5,24.4
43404,20150207,10,PCA,-40.53387286710509
43404,20150207,10,PM2.5,20.4
43410,20150207,11,PCA,-47.663799816719376
43410,20150207,11,PM2.5,15.5
43416,20150207,12,PCA,-53.39566381103721
43416,20150207,12,PM2.5,11.9
43422,20150207,13,PCA,-59.02626375071567
43422,20150207,13,PM2.5,10.2
43428,20150207,14,PCA,-61.36442893922322
43428,20150207,14,PM2.5,6.9
43434,20150207,15,PCA,-57.17423537639305
43434,20150207,15,PM2.5,14.6
43440,20150207,16,PCA,-59.160037697612864
43440,20150207,16,PM2.5,15.9
43446,20150207,17,PCA,-72.51697400822188
43446,20150207,17,PM2.5,7.4
43452,20150207,18,PCA,-77.05424717258313
43452,20150207,18,PM2.5,7.0
43458,20150207,19,PCA,-80.18055679644749
43458,20150207,19,PM2.5,10.8
43464,20150207,20,PCA,-88.4242604738951
43464,20150207,20,PM2.5,4.2
43470,20150207,21,PCA,-86.96431623547895
43470,20150207,21,PM2.5,7.9
43476,20150207,22,PCA,-95.8183464911004
43476,20150207,22,PM2.5,3.1
43482,20150207,23,PCA,-103.13269624246607
43482,20150207,23,PM2.5,4.4
43488,20150208,0,PCA,-104.67637311899855
43488,20150208,0,PM2.5,4.3
43494,20150208,1,PCA,-106.33690235119343
43494,20150208,1,PM2.5,5.1
43500,20150208,2,PCA,-105.92064776317758
43500,20150208,2,PM2.5,6.8
43506,20150208,3,PCA,-105.16145951201499
43506,20150208,3,PM2.5,5.8
43512,20150208,4,PCA,-105.44771389583286
43512,20150208,4,PM2.5,5.4
43518,20150208,5,PCA,-107.39800045453381
43518,20150208,5,PM2.5,5.2
43524,20150208,6,PCA,-106.61418507851289
43524,20150208,6,PM2.5,4.1
43530,20150208,7,PCA,-93.99813792320005
43530,20150208,7,PM2.5,10.0
43536,20150208,8,PCA,-91.24560321870588
43536,20150208,8,PM2.5,10.1
43542,20150208,9,PCA,-93.4091395030139
43542,20150208,9,PM2.5,10.7
43548,20150208,10,PCA,-97.52657320384532
43548,20150208,10,PM2.5,10.0
43554,20150208,11,PCA,-100.29295142285045
43554,20150208,11,PM2.5,10.6
43560,20150208,12,PCA,-101.36436758927316
43560,20150208,12,PM2.5,10.7
43566,20150208,13,PCA,-102.37306404799116
43566,20150208,13,PM2.5,9.7
43572,20150208,14,PCA,-99.28331468612883
43572,20150208,14,PM2.5,14.5
43578,20150208,15,PCA,-96.53322495739802
43578,20150208,15,PM2.5,19.6
43584,20150208,16,PCA,-88.67556772838363
43584,20150208,16,PM2.5,27.4
43590,20150208,17,PCA,-72.6207848366063
43590,20150208,17,PM2.5,39.5
43596,20150208,18,PCA,-66.7126704713083
43596,20150208,18,PM2.5,45.4
43602,20150208,19,PCA,-56.736642308972506
43602,20150208,19,PM2.5,54.8
43608,20150208,20,PCA,-39.49382008640672
43608,20150208,20,PM2.5,69.3
43614,20150208,21,PCA,-28.975406758699364
43614,20150208,21,PM2.5,74.4
43620,20150208,22,PCA,-30.899321003872515
43620,20150208,22,PM2.5,77.6
43626,20150208,23,PCA,-4.476487296094542
43626,20150208,23,PM2.5,107.3
43632,20150209,0,PCA,21.707981334048412
43632,20150209,0,PM2.5,132.0
43638,20150209,1,PCA,28.47576756693783
43638,20150209,1,PM2.5,141.8
43644,20150209,2,PCA,40.11780128782536
43644,20150209,2,PM2.5,155.0
43650,20150209,3,PCA,46.49903567468317
43650,20150209,3,PM2.5,155.0
43656,20150209,4,PCA,53.87550212356935
43656,20150209,4,PM2.5,156.5
43662,20150209,5,PCA,53.036757758174865
43662,20150209,5,PM2.5,148.9
43668,20150209,6,PCA,24.403508517121473
43668,20150209,6,PM2.5,99.9
43674,20150209,7,PCA,34.57285425779914
43674,20150209,7,PM2.5,109.0
43680,20150209,8,PCA,28.43566516456789
43680,20150209,8,PM2.5,100.2
43686,20150209,9,PCA,26.716638186557926
43686,20150209,9,PM2.5,91.9
43692,20150209,10,PCA,28.036333306252782
43692,20150209,10,PM2.5,89.5
43698,20150209,11,PCA,21.98279117358765
43698,20150209,11,PM2.5,81.9
43704,20150209,12,PCA,19.465623213665456
43704,20150209,12,PM2.5,73.9
43710,20150209,13,PCA,17.843780738933297
43710,20150209,13,PM2.5,70.4
43716,20150209,14,PCA,34.017626163888174
43716,20150209,14,PM2.5,83.8
43722,20150209,15,PCA,67.7913332516078
43722,20150209,15,PM2.5,119.4
43728,20150209,16,PCA,118.4409069536673
43728,20150209,16,PM2.5,175.2
43734,20150209,17,PCA,90.63224936336003
43734,20150209,17,PM2.5,144.3
43740,20150209,18,PCA,95.01259286517049
43740,20150209,18,PM2.5,146.4
43746,20150209,19,PCA,125.18586178514434
43746,20150209,19,PM2.5,173.7
43752,20150209,20,PCA,150.0312516115759
43752,20150209,20,PM2.5,205.0
43758,20150209,21,PCA,164.26959193029856
43758,20150209,21,PM2.5,219.2
43764,20150209,22,PCA,170.16365715855827
43764,20150209,22,PM2.5,216.0
43770,20150209,23,PCA,178.1273958352748
43770,20150209,23,PM2.5,220.1
43776,20150210,0,PCA,176.6045654954792
43776,20150210,0,PM2.5,214.0
43782,20150210,1,PCA,175.081187828104
43782,20150210,1,PM2.5,209.1
43788,20150210,2,PCA,177.66437026511718
43788,20150210,2,PM2.5,202.8
43794,20150210,3,PCA,178.2143506558338
43794,20150210,3,PM2.5,204.7
43800,20150210,4,PCA,154.5918169050839
43800,20150210,4,PM2.5,174.9
43806,20150210,5,PCA,120.93740333165343
43806,20150210,5,PM2.5,129.8
43812,20150210,6,PCA,123.38347984667777
43812,20150210,6,PM2.5,130.0
43818,20150210,7,PCA,140.20267917514147
43818,20150210,7,PM2.5,152.3
43824,20150210,8,PCA,173.89304322082035
43824,20150210,8,PM2.5,187.3
43830,20150210,9,PCA,182.17044858714945
43830,20150210,9,PM2.5,191.8
43836,20150210,10,PCA,158.0645182155525
43836,20150210,10,PM2.5,155.8
43842,20150210,11,PCA,153.58288795987204
43842,20150210,11,PM2.5,148.8
43848,20150210,12,PCA,144.60416812415554
43848,20150210,12,PM2.5,134.4
43854,20150210,13,PCA,119.6294372078239
43854,20150210,13,PM2.5,104.7
43860,20150210,14,PCA,110.7323028455302
43860,20150210,14,PM2.5,96.3
43866,20150210,15,PCA,116.38160450146407
43866,20150210,15,PM2.5,109.8
43872,20150210,16,PCA,106.10746166247064
43872,20150210,16,PM2.5,104.1
43878,20150210,17,PCA,112.15959950297717
43878,20150210,17,PM2.5,111.7
43884,20150210,18,PCA,141.561334759733
43884,20150210,18,PM2.5,146.6
43890,20150210,19,PCA,189.39502886695823
43890,20150210,19,PM2.5,195.9
43896,20150210,20,PCA,218.2843742819256
43896,20150210,20,PM2.5,232.1
43902,20150210,21,PCA,194.93914833461264
43902,20150210,21,PM2.5,208.1
43908,20150210,22,PCA,230.07128327405846
43908,20150210,22,PM2.5,259.0
43914,20150210,23,PCA,189.82454170431936
43914,20150210,23,PM2.5,204.0
43920,20150211,0,PCA,159.11670400525125
43920,20150211,0,PM2.5,164.1
43926,20150211,1,PCA,72.39390746549266
43926,20150211,1,PM2.5,58.9
43932,20150211,2,PCA,64.75706017129606
43932,20150211,2,PM2.5,55.3
43938,20150211,3,PCA,138.48093439436528
43938,20150211,3,PM2.5,150.9
43944,20150211,4,PCA,194.5209872742446
43944,20150211,4,PM2.5,225.2
43950,20150211,5,PCA,155.6601314411366
43950,20150211,5,PM2.5,167.4
43956,20150211,6,PCA,119.15025497045889
43956,20150211,6,PM2.5,125.2
43962,20150211,7,PCA,75.79925978201817
43962,20150211,7,PM2.5,73.7
43968,20150211,8,PCA,43.45772031106693
43968,20150211,8,PM2.5,39.4
43974,20150211,9,PCA,22.980882549244157
43974,20150211,9,PM2.5,19.8
43980,20150211,10,PCA,28.105225712959513
43980,20150211,10,PM2.5,31.2
43986,20150211,11,PCA,18.83508300250309
43986,20150211,11,PM2.5,32.5
43992,20150211,12,PCA,12.108740124780763
43992,20150211,12,PM2.5,31.5
43998,20150211,13,PCA,12.837965512940615
43998,20150211,13,PM2.5,43.2
44004,20150211,14,PCA,2.903669766432231
44004,20150211,14,PM2.5,25.900000000000002
44010,20150211,15,PCA,-13.875242438756281
44010,20150211,15,PM2.5,8.6
44016,20150211,16,PCA,-14.311744909867533
44016,20150211,16,PM2.5,16.6
44022,20150211,17,PCA,-15.291057841069875
44022,20150211,17,PM2.5,18.7
44028,20150211,18,PCA,-12.77214361534579
44028,20150211,18,PM2.5,22.2
44034,20150211,19,PCA,-28.658418469098873
44034,20150211,19,PM2.5,13.4
44040,20150211,20,PCA,-25.191337228313834
44040,20150211,20,PM2.5,18.0
44046,20150211,21,PCA,-42.16895917152404
44046,20150211,21,PM2.5,13.0
44052,20150211,22,PCA,-52.71389083150679
44052,20150211,22,PM2.5,11.7
44058,20150211,23,PCA,-63.12791235096253
44058,20150211,23,PM2.5,11.6
44064,20150212,0,PCA,-74.95458333448637
44064,20150212,0,PM2.5,9.0
44070,20150212,1,PCA,-77.21668318663858
44070,20150212,1,PM2.5,10.4
44076,20150212,2,PCA,-73.41542533670473
44076,20150212,2,PM2.5,12.9
44082,20150212,3,PCA,-71.43781123402698
44082,20150212,3,PM2.5,13.6
44088,20150212,4,PCA,-80.79701827942606
44088,20150212,4,PM2.5,12.9
44094,20150212,5,PCA,-72.3650962910532
44094,20150212,5,PM2.5,18.3
44100,20150212,6,PCA,-57.14929934634077
44100,20150212,6,PM2.5,21.5
44106,20150212,7,PCA,-58.12069137859531
44106,20150212,7,PM2.5,21.0
44112,20150212,8,PCA,-45.59220980307376
44112,20150212,8,PM2.5,23.6
44118,20150212,9,PCA,-59.461006293263594
44118,20150212,9,PM2.5,22.0
44124,20150212,10,PCA,-45.966904312744695
44124,20150212,10,PM2.5,47.5
44130,20150212,11,PCA,-63.905913199528385
44130,20150212,11,PM2.5,36.9
44136,20150212,12,PCA,-65.84512901994957
44136,20150212,12,PM2.5,37.6
44142,20150212,13,PCA,-67.42517635799156
44142,20150212,13,PM2.5,35.4
44148,20150212,14,PCA,-69.07106156336052
44148,20150212,14,PM2.5,33.1
44154,20150212,15,PCA,-64.6127766684851
44154,20150212,15,PM2.5,39.3
44160,20150212,16,PCA,-73.36475430663424
44160,20150212,16,PM2.5,32.7
44166,20150212,17,PCA,-81.222362844387
44166,20150212,17,PM2.5,25.7
44172,20150212,18,PCA,-71.8371611277768
44172,20150212,18,PM2.5,36.5
44178,20150212,19,PCA,-59.21032066042268
44178,20150212,19,PM2.5,46.6
44184,20150212,20,PCA,-20.909009773884694
44184,20150212,20,PM2.5,73.7
44190,20150212,21,PCA,-22.37377596346111
44190,20150212,21,PM2.5,80.7
44196,20150212,22,PCA,-21.25089018011033
44196,20150212,22,PM2.5,83.3
44202,20150212,23,PCA,2.901081520211101
